,index,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
505,1794,Right Winger,35,FabiÃ¡n Orellana,0.33,0.13,0.13,0.2,0.2,0.33,0,0.32,0.16,0.18,0.34,1.12,0.53,47.10%,0.12,0.25,18.5,0.07,0.15,0.01,-0.03,25.4,34.99,72.60%,474.55,123.09,12.47,15.1,82.60%,8.47,11.09,76.30%,3.87,6.5,59.60%,1.18,1.71,1.18,0.39,2.95,31.31,3.68,1.38,0.13,6.17,2.04,2.23,0.72,0.66,0,0,19.5,6.83,8.67,5.78,25.01,2.3,1.18,0.39,0.33,0.85,1.25,1.25,3.09,1.77,0.39,0.26,0.2,0.39,0.07,0.26,0.26,0,0,0,0,0,1.51,1.05,0.53,0.79,0.2,0.46,2.49,18.40%,2.04,15.82,3.94,24.90%,5.51,7.61,2.69,1.25,0,0,0.92,2.43,0.66,0,48.97,0.98,6.96,23.63,23.11,3.15,45.56,1.51,3.41,44.20%,1.64,0.2,34.53,194.51,128.67,6.17,2.3,0.59,2.36,2.43,43.52,33.02,75.90%,5.51,0,1.38,2.69,0.2,0,0,0,7.42,0.53,2.3,18.60%,€1.50
506,1796,Central Midfield,25,FabiÃ¡n Ruiz PeÃ±a,0.2,0.07,0.2,0,0,0.1,0,0.1,0.1,0.1,0.19,1.51,0.52,34.40%,0.13,0.38,21.4,0,0.06,0.1,0.1,67.48,75.76,89.10%,1301.99,327.92,28.74,31.31,91.80%,26.66,28.89,92.30%,10.85,12.96,83.70%,1.54,7.16,1.36,0.17,5.65,73.65,2.11,1.83,0.17,11.57,3.37,0.72,0.15,0.05,0.02,0,58.04,8.6,9.12,66.49,7.58,1.02,0.05,0.27,0.15,0.62,1.81,1.16,3.59,3.15,0,0.1,0.12,0.07,0.15,0.35,0.3,0,0.02,0,0.02,0,1.76,1.29,0.79,0.64,0.32,0.62,2.18,28.40%,1.56,16.42,5,30.50%,5.08,7.51,3.84,1.29,0.12,0,1.64,3.39,1.44,0,85.07,3.57,19.1,50.41,21.48,1.61,83.26,0.59,0.87,68.60%,0.59,0.07,60.3,291.38,158.62,6.86,2.11,0.37,0.67,0.69,72.11,68.27,94.70%,3.32,0,0.64,0.92,0.02,0,0.02,0,7.75,0.47,0.45,51.40%,€45.00
507,1798,Centre-Back,29,Fabian SchÃ¤r,0.07,0.07,0,0.07,0.07,0.4,0.07,0.08,0.03,0.01,0.03,0.8,0.27,33.30%,0,0,26.9,0.2,0.04,-0.01,-0.03,26.92,37.22,72.30%,687.76,281.3,7.31,8.71,84.00%,11.37,13.23,85.90%,8.24,15.02,54.90%,0.07,2.66,0.8,0.07,2.19,34.5,2.73,2.06,0.07,4.45,2.59,0.27,0,0,0,0,20.34,4.45,12.43,6.05,27.58,2.13,0.66,0,0.33,0.8,1.26,0.47,0.93,0.66,0.07,0.07,0,0.07,0.07,0.13,0.13,0,0,0,0,0,1.2,0.6,1.06,0.13,0,0.6,1.33,45.00%,0.73,7.25,2.86,39.40%,4.52,2.33,0.4,1.4,0.93,0.07,2.33,3.52,5.18,0.2,48.39,8.24,29.18,20.27,3.66,0.8,45.66,0.53,0.93,57.10%,0.53,0.07,27.65,184.99,117.58,2.59,0.73,0,0.13,0.27,27.39,25.86,94.40%,0.07,0,1.73,1.06,0.13,0,0,0,8.77,1.73,1.93,47.30%,€9.00
508,1800,Right-Back,25,Fabien Centonze,0.13,0.03,0.13,0,0,0.21,0,0.05,0.05,0.04,0.09,0.88,0.31,35.30%,0.15,0.42,21.4,0,0.06,0.08,0.08,38.23,48.24,79.30%,613.17,260.59,20.29,22.69,89.40%,15.06,18.25,82.50%,2.29,5.34,43.00%,0.62,1.78,0.7,0.41,2.6,39.13,9.1,0.7,0,5.08,0.75,2.22,0,0,0,0,29.26,9.51,9.46,6.88,30.32,1.93,8.4,0.13,0.03,0.57,1.44,2.11,1.44,0.95,0.1,0.1,0.03,0.13,0.13,0.13,0.1,0,0,0,0,0.03,2.81,1.57,1.65,0.88,0.28,0.67,1.31,51.00%,0.64,13.61,4.59,33.70%,5.96,5.36,2.29,2.5,0.39,0,2.19,5,3.76,0.03,65.33,4.1,22.07,30.94,16.94,1.03,56.54,1.96,3.69,53.10%,2.01,0.1,39.01,236.56,147.75,6.88,1.78,0.23,1.42,1.34,40.42,36.02,89.10%,1.88,0,1.26,1.68,0.05,0,0.03,0,8.12,1.37,0.9,60.20%,€8.00
509,1801,Defensive Midfield,34,Fabien Lemoine,0.04,0.04,0.04,0,0,0.33,0,0.04,0.04,0.06,0.1,0.63,0.13,20.00%,0.07,0.33,19.7,0.04,0.06,0,0,59.17,67.46,87.70%,1123.38,281.96,23.17,25.33,91.40%,26.38,28.71,91.90%,8.21,10.92,75.20%,0.79,4,0.5,0.13,4.71,65.63,1.83,1.58,0.04,12.13,1.92,0.42,0.04,0,0.04,0,50.25,8.13,9.08,8.33,55.54,2.29,0.17,0.25,0.08,1,1.67,1.25,1.33,1.21,0.08,0,0,0,0.04,0.04,0.04,0,0,0,0,0,3.21,2.21,1.5,1.46,0.25,1.17,3.67,31.80%,2.5,25.29,7.38,29.20%,10.63,12.42,2.25,1.42,0.17,0,1.58,4.79,2.04,0,77.75,3.21,21.42,49.71,10.63,0.96,76.17,0.46,0.92,50.00%,0.5,0,50.63,210.67,88.96,3.58,1.17,0.13,0.88,0.63,58.67,54.46,92.80%,0.79,0,2.13,1.42,0,0,0.08,0,11.75,1.33,1.21,52.50%,"€800Th. Last update: Jun 4, 2021"
510,1802,Defensive Midfield,28,Fabinho,0.03,0.03,0.03,0,0,0.24,0,0.03,0.03,0.03,0.06,0.43,0.08,18.80%,0.06,0.33,19,0,0.07,-0.01,-0.01,60.6,66.97,90.50%,1181.85,303.34,22.05,23.44,94.10%,29.76,31.63,94.10%,7.84,10.39,75.50%,0.24,5.37,0.65,0.03,4.31,65.29,1.68,1.49,0.08,6.84,1.09,0.14,0,0,0,0,52.7,5.86,8.41,5.26,57.75,2.28,0.16,0.22,0,0.49,0.9,1.17,1.03,0.84,0,0,0.05,0.14,0,0.16,0.14,0,0,0.03,0,0,2.63,1.65,0.92,1.41,0.3,0.79,1.9,41.40%,1.11,14.29,4.53,31.70%,4.67,8.08,1.55,1.49,0.33,0,2.14,4.77,3.07,0,77.88,4.5,25.33,48.53,8.52,0.54,76.3,0.27,0.43,62.50%,0.27,0,49.75,249.17,136.38,5.56,1.14,0.11,0.62,0.54,55.61,54.11,97.30%,1.14,0,1.71,1.22,0,0,0.03,0,11.39,2.09,1.55,57.50%,€60.00
511,1808,Right-Back,24,Fabio Depaoli,0,0,0,0,0,0.22,0,0.01,0.01,0.03,0.04,0.5,0.07,14.30%,0,0,21.9,0,0.03,-0.01,-0.01,24.16,32.96,73.30%,458.37,236.47,9.88,10.96,90.10%,10.67,13.27,80.40%,3.25,6.49,50.00%,0.5,1.73,1.08,0.36,3.32,26.97,5.99,0.43,0.07,4.04,0.72,1.51,0.14,0.07,0.07,0,16.44,7.5,9.01,1.51,24.3,1.08,5.41,0.07,0.22,0.22,1.23,1.95,0.94,0.58,0.14,0,0.14,0,0.07,0.07,0,0,0,0.07,0,0,2.31,1.08,1.23,0.65,0.43,1.08,2.16,50.00%,1.08,18.39,5.12,27.80%,8.29,6.85,3.25,2.45,0.5,0,1.3,3.61,2.88,0.07,43.77,3.68,16.66,18.1,10.89,1.01,38,0.43,0.87,50.00%,0.43,0,22.36,104.13,50.26,2.52,0.29,0.07,0.72,0.58,26.54,22.5,84.80%,1.23,0,2.6,0.65,0.07,0,0,0.07,5.48,1.23,0.87,58.60%,€3.50
512,1815,Centre-Forward,38,Fabio Quagliarella,0.33,0.11,0.26,0.07,0.07,0.07,0,0.3,0.24,0.09,0.33,3.04,0.81,26.80%,0.09,0.32,18.8,0,0.08,0.03,0.01,16.62,24.77,67.10%,279.88,61.31,8.52,10.81,78.80%,5.29,7.7,68.80%,1.89,3.44,54.80%,0.89,1.52,0.59,0.07,1.55,22.58,2.18,0.04,0,7.37,1.04,0.93,0,0,0,0,13.55,5.63,5.59,4.37,17.36,1.44,0.11,0.48,0.15,0.37,1.15,0.33,2,1.41,0.04,0.11,0.3,0.07,0.07,0.3,0.22,0,0.04,0.04,0,0,0.44,0.3,0.11,0.15,0.19,0,0.52,0.00%,0.52,13.99,3.52,25.10%,2.07,5.55,6.37,0.52,0.19,0,0.26,0.7,0.52,0,35.47,0.67,3.04,17.59,16.81,4.33,33.25,0.81,1.33,61.10%,0.89,0.15,22.73,93.85,42.39,2.44,0.78,0.3,2.41,1.55,47.72,26.54,55.60%,9.03,0,0.81,1.74,0.63,0,0,0,4.48,1.3,2.44,34.70%,€1.00
513,1816,Centre-Forward,19,FÃ¡bio Silva,0.29,0.21,0.21,0.07,0.07,0.07,0,0.41,0.35,0.03,0.39,2.92,1.14,39.00%,0.07,0.19,13,0,0.12,-0.12,-0.14,13.91,19.54,71.20%,192.77,26.32,8.27,9.98,82.90%,4.07,5.42,75.00%,0.71,1.93,37.00%,0.71,0.43,0.36,0,1,18.19,1.36,0,0,6.06,0.21,0.43,0,0,0,0,11.62,4.71,3.21,1.14,15.33,1.28,0.07,0.29,0,0.43,1.14,0.78,2.07,1.14,0,0.21,0.36,0.29,0.07,0.29,0.21,0,0,0,0.07,0,0.71,0.43,0.14,0.36,0.21,0.21,0.64,33.30%,0.43,17.4,4.85,27.90%,2.07,7.99,7.35,0.86,0.07,0,0.29,1,0.29,0,31.38,0.71,3.57,14.12,15.55,6.13,30.02,0.86,1.93,44.40%,0.93,0.14,19.04,74.74,37.8,2.07,0.64,0.43,2.71,1.14,43.93,22.32,50.80%,6.49,0,1.71,1.64,0.43,0.07,0,0,4.64,2.28,5.13,30.80%,€25.00
514,1827,Centre-Back,22,Facundo Medina,0.07,0,0.07,0,0,0.41,0,0.05,0.05,0.02,0.06,0.41,0.19,45.50%,0.18,0.4,11.1,0,0.12,0.03,0.03,63.62,71.06,89.50%,1307.04,482.97,20.99,22.6,92.90%,32.56,34.8,93.50%,9.51,12.39,76.70%,0.3,5.61,0.15,0.04,5.95,67.85,3.22,2.13,0,6.62,2.47,0.11,0,0,0,0,58.42,5.09,7.56,61.48,6.02,1.95,0.79,0.11,0.04,0.75,1.5,1.68,1.12,1.01,0.07,0,0.04,0,0,0,0,0,0,0,0,0,2.32,1.61,1.42,0.79,0.11,1.23,1.98,62.30%,0.75,12.05,4.45,37.00%,5.09,6.1,0.86,2.21,0.52,0,1.95,4.27,3.41,0,81.32,7.82,35.44,48.46,3.07,0.75,78.25,0.45,0.67,66.70%,0.45,0,56.02,325.2,198.19,6.25,0.56,0.04,0.45,0.71,58.98,57.18,97.00%,0.26,0,1.35,0.41,0,0,0.11,0,9.99,1.23,1.23,50.00%,€10.00
515,1828,Right Winger,19,Facundo Pellistri,0,0,0,0,0,0,0,0.09,0.09,0.03,0.13,0.92,0.25,27.30%,0,0,16.8,0,0.1,-0.09,-0.09,13.59,19.54,69.50%,202.56,48.56,8.3,11.16,74.40%,4.36,5.87,74.30%,0.75,1.09,69.20%,0.59,1.17,0.67,0.08,1.17,19.12,0.42,0.08,0,5.03,0.25,1.51,0,0,0,0,13.08,4.03,2.43,1.26,14.68,2.35,0.17,0.25,0,0.42,0.84,1.09,1.34,1.09,0,0.17,0,0.08,0,0,0,0,0,0,0,0,1.17,0.75,0.42,0.5,0.25,0.42,1.68,25.00%,1.26,19.38,3.94,20.30%,6.29,8.22,4.86,1.34,0.25,0,0.84,2.01,0.84,0,32.21,0.75,6.12,16.36,13.5,2.35,31.79,2.35,3.69,63.60%,2.35,0.17,23.82,176.81,105.69,5.54,1.51,1.01,2.35,2.52,32.88,20.21,61.50%,4.28,0,0.75,1.68,0.34,0,0,0,6.46,1.01,2.77,26.70%,€6.00
516,1833,Left-Back,23,Faitout Maouassa,0,0,0,0,0,0.35,0,0.07,0.07,0.04,0.11,2.22,0.58,26.30%,0,0,25.3,0.23,0.03,-0.07,-0.07,52.65,67.82,77.60%,959.42,316.58,23.81,27.2,87.60%,22.65,27.67,81.90%,5.72,10.39,55.10%,0.35,3.62,0.82,0.35,4.79,56.38,11.44,0.93,0,5.6,1.52,3.04,0,0,0,0,40.74,14.59,12.49,48.33,6.3,1.87,10.51,0,0.12,0.93,2.22,1.4,1.17,0.58,0,0,0.35,0,0.23,0.12,0,0,0,0.12,0,0,1.63,0.93,0.7,0.58,0.35,0.82,1.63,50.00%,0.82,11.67,4.09,35.00%,4.55,5.02,2.1,1.63,0.23,0.12,1.17,2.8,2.33,0,80.54,3.04,19.61,43.66,24.05,0.82,69.11,2.22,2.92,76.00%,2.22,0,49.61,240.35,151.17,6.42,2.8,0,1.63,0.93,56.97,53.23,93.40%,1.17,0,1.17,1.05,0,0,0,0,7.47,1.05,0.47,69.20%,€9.00
517,1834,Centre-Back,28,Fali,0,0.03,0,0,0,0.36,0,0.03,0.03,0.04,0.06,0.52,0.06,12.50%,0,0,14.7,0.1,0.05,-0.03,-0.03,19.37,26.32,73.60%,458.89,136.05,5.34,6.18,86.40%,8.67,10.57,82.00%,5.08,8.99,56.50%,0.29,2.01,0.32,0.1,1.84,24.38,1.94,1.58,0.13,3.27,1.33,0.45,0,0,0,0,14.39,3.14,8.8,5.43,18.37,1.46,0.32,0.06,0.06,0.78,0.52,1.26,0.74,0.52,0.03,0.06,0.1,0.03,0,0.13,0.03,0.03,0.03,0.03,0,0,1.58,0.91,0.91,0.58,0.1,0.55,1.33,41.50%,0.78,11.58,3.4,29.30%,5.92,5.04,0.61,1.75,0.49,0,1.13,2.72,4.3,0,36.32,5.5,15.3,18.95,3.33,0.65,34.31,0.29,0.39,75.00%,0.36,0,16.85,77.1,37.32,1.23,0.19,0.03,0.32,0.32,19.34,17.98,93.00%,0.42,0,0.97,0.78,0,0,0.03,0,6.6,1.84,1.26,59.40%,€3.00
518,1840,Attacking Midfield,28,Farid Boulaya,0.22,0.26,0.19,0.04,0.04,0.15,0.04,0.14,0.11,0.2,0.32,1.97,0.63,32.10%,0.09,0.29,24.9,0.48,0.06,0.09,0.07,32.57,48.67,66.90%,679.12,194.77,13.36,16.43,81.30%,12.09,15.8,76.50%,6.68,14.36,46.50%,2.41,4.12,1.22,0.33,4.16,41.48,7.2,2.08,0.22,7.49,3.38,2,3.19,0.96,1.48,0.11,28.42,6.23,14.02,4.34,41.4,1.3,0.67,0.22,0.48,1.45,1.93,0.89,4.27,2.6,1,0.19,0.15,0.3,0.04,0.45,0.26,0.04,0,0.07,0.07,0,0.93,0.52,0.33,0.48,0.11,0.33,1.71,19.60%,1.37,12.61,3.78,30.00%,2.3,6.97,3.34,1,0.11,0.04,0.59,1.52,0.37,0,59.88,0.56,6.9,35.54,23.15,1.85,52.68,1.34,2.49,53.70%,1.48,0.15,40.88,270.19,127.54,6.68,2.67,0.52,2.3,1.74,51.75,41.66,80.50%,3.67,0,0.59,1.89,0.04,0.04,0,0,7.42,0.89,1.15,43.60%,€5.50
519,1845,Attacking Midfield,27,Fede Vico,0,0,0,0,0,0,0,0.07,0.07,0.17,0.24,1.39,0.69,50.00%,0,0,21.1,0.28,0.05,-0.07,-0.07,25.79,38.41,67.10%,406.18,122.59,14.42,17.33,83.20%,8.32,11.51,72.30%,2.36,8.32,28.30%,1.11,1.94,1.53,0.55,3.05,34.25,4.16,1.94,0.14,7.63,1.8,2.63,1.53,0.83,0.69,0,24.41,5.13,8.88,35.08,1.8,0.97,0.14,0,0.14,1.39,1.25,1.66,2.08,1.39,0.14,0.42,0.14,0,0,0,0,0,0,0,0,0,1.66,0.97,0.97,0.55,0.14,0.69,1.66,41.70%,0.97,22.6,5.27,23.30%,4.85,12.2,5.55,1.94,0.28,0,1.8,3.47,0.28,0,51.31,0.83,8.04,26.63,20.8,1.8,47.15,2.22,3.47,64.00%,2.36,0,35.08,213.7,115.65,6.66,2.08,0.83,1.25,1.39,40.63,30.92,76.10%,4.44,0,0.42,1.8,0.28,0,0,0,8.46,0.55,1.8,23.50%,€2.00
520,1847,Centre-Back,28,Federico Barba,0,0.08,0,0,0,0.23,0,0.03,0.03,0.06,0.1,0.42,0.08,18.20%,0,0,12.8,0,0.09,-0.03,-0.03,37.86,46.83,80.80%,735.83,259.53,13.83,14.98,92.30%,18.29,21.22,86.20%,5.01,8.9,56.30%,0.5,1.73,0.39,0.04,2.23,38.82,8.01,2.27,0.04,4.47,0.85,0.92,0,0,0,0,29.81,7.24,9.78,32.39,6.28,2.2,5.51,0.04,0.08,1.08,0.85,1.16,0.77,0.73,0,0,0.04,0,0,0.08,0.08,0,0,0,0,0,1.04,0.62,0.73,0.23,0.08,0.31,0.81,38.10%,0.5,9.9,2.97,30.00%,5.7,3.47,0.73,1.81,0.65,0,1.93,2.97,3.93,0.15,56.11,6.82,27.92,24.42,7.12,0.92,48.29,0.15,0.31,50.00%,0.15,0,30.35,165.94,84.65,2.35,0.58,0.12,0.23,0.19,32.58,30.73,94.30%,0.39,0,0.89,0.35,0,0,0,0.04,7.66,1.27,1.12,53.20%,€1.50
521,1848,Right Winger,27,Federico Bernardeschi,0,0.36,0,0,0,0.31,0,0.13,0.13,0.21,0.34,1.76,0.57,32.40%,0,0,18.4,0.05,0.07,-0.13,-0.13,36.71,47.4,77.50%,685.46,193.99,16.32,18.12,90.00%,14.51,17.19,84.40%,4.91,8.93,54.90%,2.07,3.1,1.55,0.52,3.51,41.31,6.09,1.65,0.1,6.2,2.27,3.2,2.79,0.52,1.7,0.05,31.96,6.25,9.19,42.5,1.81,0.98,1.65,0.26,0.1,0.98,1.45,1.03,3.82,2.38,0.88,0.1,0.31,0.15,0,0.46,0.41,0.05,0,0,0,0,1.08,0.83,0.46,0.41,0.21,0.41,1.6,25.80%,1.19,14.46,4.03,27.90%,4.34,6.25,3.87,1.39,0.36,0,1.14,2.22,0.88,0.05,59.54,2.27,11.51,26.85,26.9,3.2,53.75,1.91,3.56,53.60%,2.27,0.21,43.22,266.85,133.68,6.4,2.12,1.14,1.6,1.55,49.57,41.15,83.00%,4.65,0,1.45,1.81,0.21,0,0,0,7.02,0.62,1.08,36.40%,€15.00
522,1849,Centre-Forward,24,Federico Bonazzoli,0.37,0.07,0.3,0.07,0.07,0.3,0,0.21,0.16,0.08,0.24,2.81,0.74,26.30%,0.11,0.4,18.5,0.07,0.06,0.16,0.14,19.82,26.33,75.30%,387.36,53.02,8.8,10.94,80.40%,7.03,8.58,81.90%,3.4,5.03,67.60%,0.3,1.11,0.67,0,1.7,22.78,3.55,0.44,0.07,5.03,1.85,0.67,0.81,0.3,0.37,0.07,17.45,4.44,4.44,20.12,4.66,0.67,0.15,0.07,0,0.44,0.81,0.96,1.77,1.18,0,0.07,0.22,0.15,0.15,0.22,0.15,0,0,0,0,0.07,1.41,0.89,0.37,0.67,0.37,0.44,1.26,35.30%,0.81,16.2,3.92,24.20%,2.22,7.84,6.14,0.96,0,0,0.22,1.63,0.52,0,39.34,0.52,2.96,20.34,18.41,3.55,35.79,1.11,2,55.60%,1.11,0,27.14,134.45,57.24,2.22,1.04,0.22,1.77,1.7,42.6,26.47,62.20%,6.8,0,1.63,3.85,0.67,0,0,0,5.77,0.96,1.55,38.20%,€4.00
523,1854,Right Winger,24,Federico Chiesa,0.4,0.17,0.4,0,0,0.11,0,0.29,0.29,0.16,0.45,2.64,1.08,40.90%,0.15,0.37,16.3,0,0.11,0.11,0.11,24.29,31.55,77.00%,452.66,137.06,11.17,13.29,84.00%,9.21,11.25,81.90%,3.32,5.27,62.90%,1.56,1.7,1.5,0.6,3.32,28.72,2.83,0.23,0.14,5.07,1.53,2.38,1.22,0.4,0.45,0.03,21.26,4.76,5.53,5.39,23.81,0.79,1.3,0.11,0.11,0.51,1.16,0.91,3.63,2.24,0.28,0.45,0.26,0.2,0.2,0.57,0.28,0,0.14,0.06,0.06,0.03,2.07,1.39,0.77,0.85,0.45,0.77,1.81,42.20%,1.05,14.66,4.68,31.90%,4.39,5.73,4.54,0.96,0.06,0,0.54,2.61,0.62,0,44.14,0.82,6.43,17.72,24.04,4.93,41.36,1.76,2.92,60.20%,1.87,0.14,32.68,206.22,134.31,6.12,1.87,1.39,1.76,1.67,40.93,31.21,76.20%,5.19,0,1.59,1.98,0.43,0.09,0,0,5.16,0.23,1.28,15.10%,€70.00
524,1855,Left Winger,27,Federico Di Francesco,0.37,0,0.37,0,0,0.12,0,0.14,0.14,0.14,0.27,1.84,0.61,33.30%,0.2,0.6,17.6,0,0.08,0.23,0.23,17.83,26.68,66.80%,304.18,108.07,9.47,11.68,81.10%,5.53,8.36,66.20%,1.97,4.55,43.20%,1.6,1.97,1.11,0.12,2.83,26.31,0.37,0.12,0,6.02,0.49,2.34,0.12,0,0.12,0,16.72,3.93,6.02,2.83,21.39,1.97,0,0.37,0.12,0.74,1.48,0.86,3.07,2.58,0.12,0.12,0,0.12,0.12,0.25,0.12,0.12,0,0,0,0,1.11,0.61,0.12,0.37,0.61,0.25,1.48,16.70%,1.23,17.46,5.04,28.90%,2.58,7.99,6.89,1.11,0.25,0,0.61,1.72,0.49,0,39.34,1.11,4.92,16.23,21.76,5.29,39.1,0.74,2.58,28.60%,0.86,0,29.02,154.3,81.39,4.06,1.35,1.11,1.97,2.21,43.4,28.77,66.30%,7.87,0,2.21,2.34,0.37,0,0,0,5.9,0.12,1.6,7.10%,€2.50
525,1856,Left-Back,24,Federico Dimarco,0.22,0.1,0.22,0,0.03,0.16,0,0.15,0.12,0.25,0.37,1.81,0.73,40.40%,0.12,0.3,19.9,0.32,0.07,0.08,0.1,49.73,66.56,74.70%,947.19,373.4,22.39,24.68,90.70%,19.09,23.25,82.10%,7.24,15.85,45.70%,2.41,4.06,1.27,0.41,5.21,53.19,13.37,3.56,0.03,6,3.78,3.24,4.8,1.94,2.13,0.25,37.85,10.42,18.29,56.56,3.84,0.92,4.99,0.06,0.32,1.37,2.22,1.14,3.87,1.71,1.81,0.06,0.19,0.06,0.03,0.25,0.06,0.1,0,0.1,0,0,1.3,0.89,0.6,0.6,0.1,0.38,0.98,38.70%,0.6,9.91,2.79,28.20%,3.59,4.29,2.03,1.43,0.29,0,1.56,2.86,2.25,0.03,76.5,4.13,21.06,33.54,27.57,2.57,63.51,0.41,0.79,52.00%,0.48,0,46.71,247.99,149.32,5.84,2.29,0.32,0.7,0.76,53,48.05,90.70%,3.53,0,1.08,1.43,0.19,0,0.03,0,8.1,0.35,0.98,26.20%,€13.00
526,1858,Centre-Back,34,Federico Fazio,0.18,0,0.18,0,0,0.36,0,0.04,0.04,0,0.04,0.73,0.36,50.00%,0.25,0.5,10.7,0,0.05,0.15,0.15,64.05,73.13,87.60%,1250.38,381.05,24.68,27.22,90.70%,29.76,31.94,93.20%,9.07,12.88,70.40%,0,5.63,0.54,0,4.54,71.31,1.81,1.45,0.36,7.8,2.36,0.54,0,0,0,0,57.88,5.81,9.44,11.98,56.25,2.18,0.36,0,0,0.91,2.54,0.91,0.54,0.18,0,0,0.36,0,0,0,0,0,0,0,0,0,0.91,0.73,0.54,0.36,0,0.18,0.36,50.00%,0.18,8.53,2.9,34.00%,4.17,3.63,0.73,1.63,0.73,0.18,0.91,1.81,6.53,0.18,84.74,11.25,35.93,47.54,8.17,1.27,82.92,0.54,0.73,75.00%,0.54,0,54.62,339.31,219.92,7.44,1.63,0,0.54,0.18,64.05,62.78,98.00%,0.18,0,1.09,0.54,0,0,0.18,0,9.07,4.54,1.63,73.50%,"€800Th. Last update: Jun 3, 2021"
527,1870,Central Midfield,23,Federico Valverde,0,0.05,0,0,0,0.09,0,0.07,0.07,0.12,0.19,1.27,0.18,14.30%,0,0,23.6,0,0.06,-0.07,-0.07,46.77,54.67,85.50%,836.93,214.01,23.66,25.93,91.20%,16.53,18.8,87.90%,5.72,7.81,73.30%,1.27,4.72,1.09,0.27,3.86,53.4,1.27,0.23,0.09,6.18,2.04,2,0.05,0,0,0,41.73,6.45,6.49,3.81,47.54,1.27,1,0.18,0.09,0.54,1,1.18,3.04,2.36,0.05,0.14,0.27,0.09,0.14,0.32,0.32,0,0,0,0,0,1.86,1.04,0.68,0.73,0.45,0.59,2.09,28.30%,1.5,16.94,4.68,27.60%,4.68,8.17,4.09,1.41,0.23,0,1.95,3.81,0.5,0,63.21,1,11.4,34.01,24.07,2.36,61.94,1.23,1.73,71.10%,1.41,0,45.77,295.07,180.32,7.31,3.31,0.68,0.86,0.5,53.72,47.86,89.10%,3.18,0,1.04,0.64,0.18,0,0,0,7.31,0.91,0.5,64.50%,€65.00
