,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1460,Midfielder,34,Pierrick Capelle,0.04,0.09,0.04,0,0,0.13,0,0.08,0.08,0.05,0.13,0.94,0.13,0.136,0.05,0.33,21,0,0.09,-0.04,-0.04,40.22,49.43,0.814,686.37,206.47,19.7,22.32,0.883,16.28,18.93,0.86,3.64,5.91,0.616,0.73,2.57,0.34,0.13,3.17,45.49,3.94,0.26,0.13,9.55,1.11,0.81,0.13,0.04,0.09,0,33.46,8.91,7.07,37.14,5.27,1.88,3.47,0.3,0.04,0.51,1.63,1.11,2.31,1.67,0.13,0.21,0.13,0.04,0.13,0.13,0.04,0.04,0,0.04,0,0,2.44,1.54,0.99,1.16,0.3,1.07,3.3,0.325,2.23,21.29,5.61,0.264,6.81,10.11,4.37,1.2,0.09,0,1.84,4.28,1.67,0,61.56,2.96,15.34,34.83,15.42,1.24,57.62,1.24,2.1,0.592,1.37,0,39.62,199.53,97.84,3.51,1.5,0.09,1.63,1.67,46.82,40.22,0.859,3,0,1.67,0.69,0.13,0,0.09,0,8.91,1.8,2.23,0.447,0.8
1530,Foward,34,Robert Snodgrass,0,0,0,0,0,0.34,0,0.03,0.03,0.05,0.08,0.68,0.17,0.25,0,0,17.6,0.17,0.05,-0.03,-0.03,18.17,22.92,0.793,292.42,94.58,10.36,12.4,0.836,6.11,8.15,0.75,1.19,1.87,0.636,0.51,1.53,0.85,0,2.55,22.75,0.17,0,0,4.75,0.17,0.85,0,0,0,0,14.77,3.23,4.92,17.32,2.89,1.36,0,0.34,0.17,0.17,0.51,1.7,1.19,1.19,0,0,0,0,0,0.17,0.17,0,0,0,0,0,3.4,2.04,2.21,0.85,0.34,1.36,3.06,0.444,1.7,14.6,4.25,0.291,5.77,5.77,3.06,2.21,0.51,0,0.68,4.08,2.04,0,35.49,2.55,10.53,14.09,12.4,1.87,35.15,0.51,1.02,0.5,0.51,0.17,19.36,97.98,37.7,2.21,0.68,0.68,0.34,0.68,24.45,15.79,0.646,3.06,0,2.04,2.21,0.17,0,0,0,9.34,1.7,2.21,0.435,0.8
1667,Foward,35,Shinji Okazaki,0,0.13,0,0,0,0,0,0.18,0.18,0.04,0.21,1.29,0.39,0.3,0,0,10.8,0,0.14,-0.18,-0.18,9.79,13.52,0.724,121.8,24.98,5.92,7.34,0.807,2.58,3.73,0.69,0.26,0.52,0.5,0.64,0.64,0.26,0,0.64,12.88,0.64,0.13,0,4.76,0,0.26,0,0,0,0,7.85,3.48,2.19,2.19,7.34,1.67,0,0.52,0,0.13,0.39,0.39,1.16,0.77,0,0.13,0.26,0,0,0.26,0.13,0,0,0.13,0,0,0.64,0.64,0.52,0,0.13,0,0.13,0,0.13,14.55,4.25,0.292,1.67,6.82,6.05,0.52,0.13,0,0.52,1.16,0.26,0,21.5,0.26,1.55,11.07,9.91,2.96,20.99,0.39,1.16,0.333,0.39,0,13.13,44.55,17.77,1.03,0.39,0.26,1.8,1.42,38.37,16.74,0.436,4.76,0,1.03,1.55,0.77,0,0,0,1.93,2.06,3.22,0.39,0.8
1678,Defender,34,Simone Iacoponi,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0.14,0.5,0,0,25.3,0,0.01,0,0,51.71,59.81,0.864,1108.37,446.09,17.89,19.15,0.934,23.9,26.27,0.91,9.5,12.86,0.739,0,4.47,0.14,0,5.45,52.27,7.55,2.1,0,3.21,2.93,0.84,0,0,0,0,38.99,7.83,13,5.17,48.21,0.98,5.17,0,0.14,0.42,0.84,1.82,0.28,0.28,0,0,0,0,0,0.14,0.14,0,0,0,0,0,1.96,1.26,1.12,0.84,0,0.56,1.68,0.333,1.12,12.44,3.07,0.247,6.43,4.61,1.4,2.1,0.28,0,0.56,2.52,2.8,0,67.92,6.85,28.37,35.92,8.39,0.56,61.07,0.42,0.7,0.6,0.56,0.14,42.48,246.94,144.22,4.05,0.84,0,0.56,0,45.7,43.32,0.948,0.56,0,1.96,1.26,0.28,0,0,0.14,9.22,0.7,0.56,0.556,0.8
1683,Defender,28,Sofian Chakla,0,0,0,0,0,0.5,0,0.01,0.01,0.01,0.02,0.3,0.1,0.333,0,0,8.3,0,0.05,-0.01,-0.01,12.84,20.77,0.618,260.77,88.39,4.11,5.42,0.759,6.22,8.23,0.756,2.21,6.32,0.349,0.1,0.9,0,0,1.71,19.46,1.3,1,0,2.61,0.8,0,0,0,0,0,10.54,2.41,7.83,1.61,14.35,3.41,0.3,0,0.1,1,0.6,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0,0,0,0,1.3,0.7,1,0.2,0.1,0.3,0.5,0.6,0.2,7.63,2.51,0.329,4.62,2.91,0.1,0.6,0.3,0,1.3,2.61,9.63,0,33.71,5.42,19.36,14.55,1.2,0.7,32.51,0,0.1,0,0.1,0,11.14,79.16,40.64,1.2,0.2,0,0,0.1,9.33,8.63,0.925,0.1,0,1.3,1.4,0,0,0.3,0.1,10.43,3.91,1.81,0.684,0.8
1690,Defender,27,Son,0,0,0,0,0,0.13,0,0.04,0.04,0.09,0.14,0.46,0.33,0.714,0,0,15.6,0,0.09,-0.04,-0.04,39.49,52.81,0.748,786.13,302.04,15.69,18.33,0.856,17.27,20.64,0.837,6,11.67,0.514,1.38,2.7,2.18,1.12,5.67,42,10.81,1.32,0.07,5.87,2.24,2.97,0.33,0.13,0.13,0,26.37,13.91,12.53,5.47,35.8,1.78,9.16,0.07,0.4,1.12,1.91,1.12,2.24,1.78,0.26,0.07,0,0.13,0,0.07,0,0.07,0,0,0,0,1.78,1.12,0.92,0.73,0.13,0.79,1.91,0.414,1.12,12.07,3.43,0.284,4.29,4.15,3.63,1.38,0.26,0,1.85,3.63,1.98,0,63.89,3.36,17.8,28.62,21.03,1.71,53.47,1.05,2.24,0.471,1.45,0,36.2,149.21,79.91,3.3,1.58,0.07,1.32,0.86,41.87,36,0.86,2.97,0,1.05,1.05,0,0,0,0,8.7,0.79,1.19,0.4,0.8
1701,Defender,31,Stefan Strandberg,0,0,0,0,0,0.19,0.1,0.04,0.04,0.03,0.07,0.87,0.19,0.222,0,0,13.6,0.1,0.04,-0.04,-0.04,41.67,49.29,0.845,992.51,456.95,10.61,11.96,0.887,19.77,22.38,0.884,11,13.99,0.786,0.29,3.28,0.29,0.1,3.86,44.47,4.82,4.34,0,5.02,2.03,0.58,0,0,0,0,32.03,5.88,11.38,6.37,38.2,2.32,0.39,0.1,0,1.06,0.39,0.58,0.68,0.48,0.19,0,0,0,0,0,0,0,0,0,0,0,1.16,0.77,0.96,0.19,0,0.39,0.96,0.4,0.58,8.39,2.7,0.322,6.17,2.03,0.19,2.03,1.45,0,1.35,2.51,6.08,0,60.68,10.61,33.96,27.01,3.96,1.35,56.05,0.19,0.19,1,0.19,0,31.74,203.05,113.83,2.03,0.87,0,0,0.1,34.63,34.24,0.989,0.1,0.1,0.77,0.19,0.1,0,0.1,0.1,9.16,3.47,1.06,0.766,0.8
1712,Defender,29,Steven Fortes,0,0,0,0,0,0.41,0.07,0.01,0.01,0.01,0.03,0.2,0.07,0.333,0,0,14,0,0.05,-0.01,-0.01,49.51,55.72,0.888,1135.58,314.45,11.61,12.77,0.909,26.43,28.61,0.924,11.34,13.73,0.826,0.07,2.39,0,0,3.35,53.67,2.05,1.91,0,5.26,2.05,0.07,0,0,0,0,45.82,3.21,6.69,7.92,43.98,2.59,0.14,0.07,0,1.23,1.02,0.82,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,2.32,1.09,1.09,1.23,0,0.96,1.3,0.737,0.34,11.27,3.41,0.303,6.62,4.3,0.34,1.37,0.55,0.07,1.91,4.23,5.46,0,66.85,6.83,36.05,35.64,1.43,0.27,64.94,0.34,0.48,0.714,0.34,0,43.7,302.16,182.87,3.69,0.14,0,0.14,0.2,46.78,46.02,0.984,0.14,0.07,1.5,0.55,0,0,0,0.07,6.97,2.59,1.09,0.704,0.8
1614,Midfielder,25,Samuel Moutoussamy,0,0,0,0,0,0.31,0,0.15,0.15,0,0.17,0.92,0.46,0.5,0,0,14.6,0,0.17,-0.15,-0.15,34.25,41.01,0.835,630.61,123.63,14.74,16.74,0.881,14.28,16.13,0.886,4.15,5.84,0.711,0.31,1.23,0.15,0,1.08,39.93,1.08,0.77,0,7.22,0.92,0.31,0,0,0,0,31.79,4.91,4.3,34.71,3.53,1.54,0.31,0.46,0.46,0.31,0.77,0.77,1.08,0.92,0,0,0.15,0,0,0,0,0,0,0,0,0,3.07,2.46,1.54,0.92,0.61,1.54,3.07,0.5,1.54,28.41,6.14,0.216,10.6,14.13,3.69,0.77,0,0,1.54,4.61,1.54,0,50.07,3.38,15.51,27.34,9.68,1.38,48.99,0.46,0.92,0.5,0.46,0,34.1,116.72,53.6,1.84,0.46,0.15,0.77,1.23,36.55,32.1,0.878,0.92,0,2.61,0.15,0,0,0,0,9.06,1.08,0.92,0.538,0.75
67,Foward,21,Ãlex Cantero,0,0,0,0,0,0.34,0,0.31,0.31,0.17,0.48,1.72,0.52,0.3,0,0,16.5,0,0.18,-0.31,-0.31,11.03,15.52,0.711,148.1,47.76,7.41,8.62,0.86,2.41,3.45,0.7,0.52,1.21,0.429,0.52,0.17,0.69,0.17,1.38,14.31,1.21,0,0.17,6.55,0.34,0.52,0,0,0,0,11.03,2.59,1.9,1.21,12.59,0.69,0.17,0.17,0,0.17,0.52,0.17,2.07,1.38,0,0.34,0.17,0.17,0,0.17,0.17,0,0,0,0,0,0.69,0.69,0.17,0.34,0.17,0.17,0.34,0.5,0.17,17.59,2.93,0.167,1.38,7.93,8.28,0.34,0.17,0,0,0.69,0.34,0,25.17,0.69,1.72,11.72,13.45,3.28,23.97,1.21,2.41,0.5,1.72,0.17,18.45,65.17,30.69,1.55,1.21,0,2.93,1.21,35.52,17.76,0.5,7.07,0,2.24,1.21,0.17,0,0,0,4.14,0.69,3.62,0.16,0.7
477,Foward,31,Emmanuel RiviÃ¨re,0,0.16,0,0,0,0.32,0,0.1,0.1,0.1,0.17,1.11,0.16,0.143,0,0,12.6,0,0.08,-0.1,-0.1,16.16,21.07,0.767,219.93,36.29,10.77,12.83,0.84,4.44,6.34,0.7,0.48,0.63,0.75,0.79,0.79,0.16,0,0.79,20.6,0.48,0,0,7.61,0.16,0.16,0,0,0,0,13.31,4.75,3.01,3.64,14.58,1.11,0,0.16,0,0,0.79,0.63,1.58,1.11,0,0,0.16,0.16,0.16,0.48,0.32,0,0,0.16,0,0,0.63,0.48,0.32,0.32,0,0,0.79,0,0.79,14.58,3.01,0.207,2.06,7.29,5.23,0.95,0.32,0,0.63,1.27,0,0,31.69,0.32,2.38,19.96,10.93,3.17,31.21,0.32,0.79,0.4,0.32,0,21.87,84.45,37.24,1.43,0.95,0.16,3.64,1.11,46.58,25.04,0.537,7.61,0,1.74,3.01,0.16,0,0,0,3.01,1.58,3.8,0.294,0.7
548,Defender,32,Florent Ogier,0.06,0,0.06,0,0,0.19,0,0.02,0.02,0.01,0.03,0.38,0.19,0.5,0.17,0.33,11.2,0,0.06,0.04,0.04,48.51,56.73,0.855,1000.13,427.05,17.15,18.55,0.924,22.56,24.99,0.903,8.16,12.3,0.663,0.13,3.19,0.06,0,2.29,55.64,1.08,0.96,0,4.02,1.08,0.06,0,0,0,0,40.92,4.91,10.9,10.77,41.69,3,0.06,0.19,0.26,1.02,0.96,1.4,0.32,0.32,0,0,0,0,0,0.06,0.06,0,0,0,0,0,1.34,0.76,1.08,0.26,0,0.51,1.02,0.5,0.51,7.39,2.68,0.362,4.53,2.61,0.26,2.42,1.02,0.06,1.21,2.55,4.46,0.06,66.67,9.43,44.17,24.41,1.27,0.64,65.72,0.26,0.26,1,0.26,0,41.24,183.19,92.1,1.34,0,0,0.13,0,46.66,45.89,0.984,0.13,0,0.7,0.51,0,0,0.06,0,8.35,2.36,1.91,0.552,0.7
679,Midfielder,23,Hugo Magnetti,0,0,0,0,0,0.31,0,0.04,0.04,0.04,0.08,0.99,0.15,0.154,0,0,23.8,0,0.04,-0.04,-0.04,37.86,45.19,0.838,792.14,156.18,13.82,15.65,0.883,16.03,17.94,0.894,7.33,9.69,0.756,0.46,3.51,0.15,0,2.75,43.74,1.45,1.37,0.08,6.11,2.67,0.23,0,0,0,0,32.52,4.2,8.47,4.2,38.63,1.68,0.08,0.15,0.23,1.07,1.07,0.61,1.3,1.15,0,0,0.08,0,0.08,0.08,0,0,0,0.08,0,0,4.5,3.05,2.44,1.83,0.23,1.3,3.28,0.395,1.98,23.05,8.7,0.377,9.39,11.76,1.91,0.84,0.23,0,2.52,7.02,2.06,0,56.56,2.29,15.8,36.03,8.55,0.53,55.27,0.61,1.22,0.5,0.76,0,37.1,197.94,106.64,3.66,0.99,0.15,0.69,0.61,37.33,34.43,0.922,0.76,0,1.91,1.22,0,0,0,0,9.69,0.92,0.84,0.522,0.7
834,Midfielder,33,Johan Gastien,0,0.08,0,0,0,0.32,0.16,0.04,0.04,0.04,0.08,0.87,0.32,0.364,0,0,21.6,0,0.04,-0.04,-0.04,78.06,92.14,0.847,1763.46,567.92,24.36,27.52,0.885,34.48,37.96,0.908,18.11,24.75,0.732,0.63,7.67,0.4,0.08,7.51,87.23,4.9,2.93,0.16,8.23,6.33,0.71,1.27,0.4,0.47,0.32,65.72,9.96,16.45,12.89,75.29,2.53,0.55,0.32,0.16,0.95,3.95,2.21,1.9,1.42,0.24,0,0.08,0.08,0.08,0.47,0.32,0.08,0,0,0.08,0,1.74,1.19,0.47,1.19,0.08,0.79,2.61,0.303,1.82,18.82,6.88,0.366,5.3,11.23,2.29,2.61,0.4,0,1.9,3.64,1.9,0,102.73,7.59,36.93,59.47,11.94,0.95,98.07,0.32,0.95,0.333,0.32,0.24,70.94,281.39,132.86,3.24,0.87,0,0.4,0.63,80.04,77.5,0.968,0.79,0,1.03,1.42,0,0,0.08,0.08,10.52,0.71,1.19,0.375,0.7
990,Defender,32,Lamine KonÃ©,0.14,0,0.14,0,0,0.29,0,0.07,0.07,0,0.07,1,0.14,0.143,0.14,1,12.1,0,0.07,0.07,0.07,28.71,35.45,0.81,679.81,250.62,6.17,7.18,0.86,15.22,16.94,0.898,7.18,10.48,0.685,0,2.58,0,0,2.73,34.45,1,0.72,0,5.31,1.29,0.14,0,0,0,0,23.11,3.01,9.33,4.74,26.99,2.44,0.29,0.29,0,1,0.86,0.86,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.43,0.29,0.29,0,0.29,0.57,0.5,0.29,7.75,2.01,0.259,5.45,2.3,0,1.44,0.57,0,0.86,1.44,5.02,0,44.64,6.32,25.98,20.38,2.44,0.86,43.78,0,0.14,0,0,0,24.83,191.05,96.32,1.58,0.43,0,0.14,0.29,27.7,26.84,0.969,0,0,0.72,0.57,0,0,0,0,8.33,2.15,1.29,0.625,0.7
1301,Defender,22,Nadir Zortea,0,0.15,0,0,0,0.15,0,0.03,0.03,0.1,0.13,0.59,0.15,0.25,0,0,24.4,0,0.04,-0.03,-0.03,22.57,34.89,0.647,417.61,222.8,10.26,12.61,0.814,9.09,13.93,0.653,2.49,6.01,0.415,0.73,1.32,1.47,1.17,2.64,28.44,6.45,0,0,3.52,0.73,3.52,0.15,0,0.15,0,16.42,7.62,10.85,3.81,23.6,0.73,6.3,0,0,0.73,1.47,1.17,2.05,1.47,0,0.29,0.15,0,0.15,0.29,0.29,0,0,0,0,0,1.47,0.73,0.88,0.29,0.29,0.44,1.17,0.375,0.73,9.97,2.79,0.279,3.96,3.66,2.35,1.47,0.29,0,1.76,3.22,1.32,0,44.12,2.79,13.93,18.76,15.83,1.17,37.67,1.91,3.22,0.591,1.91,0.44,27.26,154.35,89.41,3.96,0.88,0.59,0.73,0.88,31.37,24.63,0.785,2.35,0,1.03,0.29,0,0,0,0,6.01,1.03,1.47,0.412,0.7
1360,Midfielder,35,Oier Sanjurjo,0,0.05,0,0,0,0.37,0,0.09,0.09,0.07,0.16,0.96,0.16,0.167,0,0,15.3,0,0.09,-0.09,-0.09,24.94,35.75,0.697,450.27,137.37,10.92,14.33,0.762,10.18,13.59,0.749,3.14,6.18,0.509,0.59,2.45,0.91,0.16,3.25,35.17,0.59,0.32,0.21,7.99,0.59,0.64,0,0,0,0,18.97,7.62,9.17,4.58,24.94,3.2,0.21,0.21,0.32,0.8,1.33,1.07,1.17,0.91,0,0,0,0.11,0.16,0.11,0.11,0,0,0,0,0,1.92,1.55,0.59,1.17,0.16,0.32,2.4,0.133,2.08,19.56,5.49,0.281,4.53,12.04,2.98,1.6,0.53,0.05,1.28,3.2,2.08,0.05,45.61,1.87,8.74,26.96,11.46,1.49,45.08,0.37,0.59,0.636,0.37,0,23.39,89.36,43.85,1.55,0.48,0.05,0.85,0.8,32.02,26.32,0.822,2.45,0,3.3,1.6,0.16,0,0.05,0,10.6,3.41,2.56,0.571,0.7
1565,Foward,33,Romain Philippoteaux,0.18,0,0.18,0,0,0,0,0.13,0.13,0.04,0.15,1.45,0.36,0.25,0.13,0.5,18,0,0.08,0.05,0.05,21.05,28.85,0.73,349.84,94.54,10.71,12.7,0.843,8.17,9.98,0.818,1.45,3.08,0.471,0.54,1.27,0.54,0.18,1.45,27.94,0.91,0.18,0.18,4.17,1.09,1.81,0.18,0.18,0,0,19.6,5.08,4.17,4.17,23.04,0.91,0.54,0,0,0.36,1.09,0.54,2,1.45,0,0.36,0.18,0,0,0.18,0,0,0,0.18,0,0,1.81,1.27,1.45,0.36,0,0.73,1.09,0.667,0.36,14.33,3.08,0.215,4.72,5.26,4.35,0.54,0,0,1.09,2.9,0.54,0,38.47,1.09,8.71,14.88,18.33,2.54,37.74,1.45,2,0.727,1.45,0,27.58,144.25,78.21,4.17,0.54,0.54,1.81,0.91,38.83,26.67,0.687,5.63,0,0.54,1.27,0.54,0,0,0,5.63,0.36,0.18,0.667,0.7
1760,Defender,24,Timo Becker,0,0,0,0,0,0.06,0,0.01,0.01,0.02,0.03,0.28,0.06,0.2,0,0,20,0,0.03,-0.01,-0.01,33.39,43.18,0.773,648.19,223.12,12,14.15,0.848,16.81,20.01,0.84,4.26,7.24,0.588,0.17,1.38,0.5,0.17,1.93,36.93,6.25,0.94,0,5.69,0.77,1.11,0,0,0,0,27.2,7.96,8.02,3.04,32.78,1.49,5.31,0.06,0.11,0.94,1.49,2.05,0.5,0.33,0.06,0,0,0.11,0,0.17,0.11,0.06,0,0,0,0,2.1,1.05,1.88,0.22,0,0.83,1.6,0.517,0.77,14.54,4.81,0.331,8.13,5.14,1.27,2.32,0.28,0,1.82,3.93,2.71,0.06,55.23,6.08,27.25,22.78,9.29,0.61,49.09,1,1.93,0.514,1.27,0.06,32.06,177.18,86.9,2.32,0.72,0.06,0.94,1.11,33.94,31.12,0.917,1.82,0,0.5,0.55,0,0,0,0,7.96,1.44,1.27,0.531,0.7
1827,Defender,30,Vladimir GolemiÄ,0.09,0,0.05,0.05,0.05,0.19,0.05,0.06,0.02,0.01,0.03,0.19,0.09,0.5,0.25,0.5,9.8,0,0.1,0.04,0.03,39.2,45.51,0.861,825.4,280.99,10.67,11.78,0.906,21.62,23.52,0.919,6.22,9.28,0.67,0.19,0.97,0.09,0,1.35,42.63,2.88,2.6,0,5.43,0.74,0.05,0,0,0,0,33.77,4.45,7.28,6.91,35.3,1.95,0.28,0.14,0.14,1.07,0.46,1.11,0.42,0.37,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,1.44,0.74,0.97,0.28,0.19,0.42,0.79,0.529,0.37,12.06,4.13,0.342,7.28,4.31,0.46,2.13,1.02,0,1.21,2.64,5.29,0.05,55.67,10.53,36.32,20.69,1.39,0.46,52.93,0.14,0.14,1,0.14,0,30.85,145.35,65.88,0.79,0.09,0,0.09,0.14,34.84,34.1,0.979,0.09,0,1.35,0.37,0,0,0.09,0,7.61,2.13,1.81,0.541,0.7
109,Defender,34,Anaitz Arbilla,0,0,0,0,0,0.26,0,0.04,0.04,0.03,0.07,0.82,0.04,0.053,0,0,24.7,0.17,0.05,-0.04,-0.04,44.46,57.2,0.777,1107.82,365.37,11.92,13,0.917,18.94,21.93,0.864,13.09,21.15,0.619,0.39,5.03,0.48,0.13,4.38,50.48,6.72,2.47,0.09,6.93,4.64,0.69,0.04,0,0.04,0,30.33,9.1,17.77,12.48,35.36,3.55,4.2,0.22,0.04,2.04,0.78,1.26,0.87,0.43,0.17,0.09,0.09,0,0.09,0.04,0,0,0,0.04,0,0,1.47,0.95,0.91,0.48,0.09,0.69,1.52,0.457,0.82,6.5,1.78,0.273,2.95,2.9,0.65,1.78,0.52,0,1.78,3.25,4.38,0,67.12,4.64,25.39,39.74,6.76,0.48,60.45,0.74,0.82,0.895,0.82,0,38.57,236.03,111.54,2.95,0.52,0.04,0.26,0.43,38,36.88,0.97,0.13,0,1,0.3,0,0,0.09,0,13.35,2.34,1.43,0.621,0.6
256,Foward,24,Caio Henrique Oliveira Silva,0,0.26,0,0,0,0.03,0,0.02,0.02,0.17,0.19,0.21,0.05,0.25,0,0,18.1,0.03,0.1,-0.02,-0.02,46.44,59.64,0.779,833.54,258.81,19.49,21.95,0.888,22.27,27.58,0.807,4.07,7.75,0.526,1.01,2.04,1.48,0.4,4.42,48.08,11.56,1.16,0.19,6.59,0.63,2.51,0.05,0.05,0,0,36.02,11.03,12.59,42.05,5.42,1.43,10.34,0.13,0.21,0.61,1.93,1.11,1.93,1.56,0.08,0.05,0.05,0.13,0.05,0.5,0.4,0,0,0.03,0.05,0.03,2.12,1.14,1.06,0.93,0.13,0.93,2.12,0.438,1.19,11.5,4.13,0.359,4.39,4.89,2.22,1.19,0.08,0,1.3,3.41,1.48,0.05,67.41,2.14,16.45,33.88,21.87,1.93,56.23,0.56,1.22,0.457,0.61,0,43,236.07,138.69,6.96,2.2,0.48,1.06,0.48,47.42,41.47,0.875,3.78,0,0.42,0.69,0.13,0.05,0,0,7.99,0.5,1.01,0.333,0.6
357,Defender,37,Danilo Larangeira,0,0.04,0,0,0,0.16,0,0.02,0.02,0.03,0.05,0.36,0.04,0.111,0,0,13.6,0,0.06,-0.02,-0.02,39.64,49.32,0.804,981.2,356.56,8.28,9.28,0.892,20.88,23.2,0.9,10.32,16.24,0.635,0.16,2.72,0.16,0,2.92,45.88,3.44,3.36,0.12,4.72,1.88,0.04,0,0,0,0,29.12,5.2,15,2.76,42.56,2.52,0.08,0.08,0.28,0.76,0.68,1.32,0.28,0.24,0,0,0.04,0,0,0.04,0.04,0,0,0,0,0,1.16,0.48,0.88,0.28,0,0.2,0.76,0.263,0.56,9.36,2.76,0.295,5.88,3.28,0.2,2.4,1.08,0.04,1.52,2.68,4.96,0.12,59.48,13.64,33.8,27.96,1.08,0.52,56.08,0.08,0.12,0.667,0.08,0,31.72,179.28,106.68,1.28,0.2,0,0.04,0.04,36.88,36.16,0.98,0.08,0,1.08,0.56,0.04,0,0.08,0,8.88,2.72,1.88,0.591,0.6
535,Foward,36,Fernando Llorente,0.12,0,0.12,0,0,0.24,0,0.18,0.18,0.06,0.24,1.53,0.59,0.385,0.08,0.2,9.5,0,0.12,-0.06,-0.06,20.47,28.47,0.719,278.82,39.06,13.88,17.53,0.792,4.82,7.88,0.612,0.82,1.41,0.583,0.94,1.06,0,0,0.82,26.59,1.88,0,0,9.88,0.12,0.24,0,0,0,0,16.24,6.71,5.53,4.24,16.24,2.24,0,1.65,0,0.35,0.82,0.24,2,1.53,0,0,0.24,0.12,0.12,0.24,0.12,0,0,0.12,0,0,0.47,0.24,0.12,0.35,0,0.35,0.71,0.5,0.35,14.47,2.94,0.203,2,7.76,4.71,0.24,0,0,0.47,0.94,1.88,0,40.12,2.12,5.53,20.12,15.06,5.18,38.24,0.47,0.82,0.571,0.47,0,20.24,53.88,12.59,0.71,0.12,0,3.53,1.41,54.47,29.29,0.538,7.65,0,2.71,2,0.35,0,0,0,4.71,5.88,4.24,0.581,0.6
564,Midfielder,31,Francesco Di Tacchio,0,0,0,0,0,0.18,0,0.04,0.04,0.01,0.05,1.1,0.09,0.083,0,0,22.3,0.09,0.03,-0.04,-0.04,32.65,40.34,0.81,611.62,196.1,13.63,15.46,0.882,13.45,15.55,0.865,4.94,7.96,0.621,0.27,4.12,0.64,0,4.02,37.13,3.2,2.84,0,4.48,0.91,0.27,0,0,0,0,27.44,4.85,8.05,31.28,5.49,2.47,0.09,0.18,0.27,0.46,0.82,1.46,0.82,0.64,0.09,0,0.09,0,0,0,0,0,0,0,0,0,1.46,0.91,0.55,0.82,0.09,0.73,2.2,0.333,1.46,13.45,4.39,0.327,6.68,5.76,1.01,2.1,0.64,0,2.56,4.02,1.74,0,50.49,3.57,12.53,32.93,7.41,0.64,48.02,0.18,0.46,0.4,0.18,0,29.73,125.03,57.16,1.92,0.64,0,0.55,0.73,30.64,28.54,0.931,0.55,0,2.56,2.01,0,0,0,0.09,10.79,1.28,1.74,0.424,0.6
