,Age,Foward,Midfielder,Defender,Goals,Assists,npxG+xA,Passes Completed,Key Passes,Passes into Final Third,Live-ball passes,Through Balls,Ground passes,Shot-Creating Actions,Goal-Creating Actions,Tackles Won,Dribblers Tackled,% of dribblers tackled,Successful Pressures,Successful Pressure %,Blocks,Dribbles Completed,Progressive Carries,Dispossessed,Ball Recoveries,Market value
989,23,1,0,0,0.12,0.18,0.38,22.92,1.34,0.53,29.69,0.0,21.46,2.8,0.23,0.76,0.47,0.33299999999999996,3.73,0.27899999999999997,0.58,0.87,4.61,2.27,5.54,3.0
990,32,0,0,1,0.14,0.0,0.07,28.71,0.0,2.58,34.45,0.0,23.11,0.14,0.0,0.43,0.29,0.5,2.01,0.259,1.44,0.0,1.58,0.29,8.33,0.7
991,33,1,0,0,0.44,0.41,0.45,37.65,1.88,2.88,44.56,0.41,35.54,3.58,0.63,1.03,0.44,0.267,5.47,0.256,1.15,0.22,3.18,1.48,6.32,5.0
992,25,0,1,0,0.04,0.04,0.08,26.41,0.44,2.76,31.29,0.04,23.93,1.04,0.12,2.24,0.92,0.315,6.88,0.309,1.6,1.2,3.84,0.8,10.72,2.0
993,24,0,1,0,0.11,0.22,0.23,28.85,1.56,2.34,35.53,0.0,22.05,3.68,0.45,0.78,0.45,0.364,4.79,0.27899999999999997,0.89,0.33,2.9,1.11,8.69,4.0
994,28,0,1,0,0.08,0.05,0.15,39.85,0.81,3.49,47.37,0.14,36.33,1.92,0.32,2.49,1.54,0.32899999999999996,7.9,0.285,1.68,1.19,3.22,1.43,8.33,2.5
995,36,0,0,1,0.0,0.09,0.07,53.47,0.26,2.82,57.25,0.0,46.74,0.83,0.13,0.74,0.48,0.5,2.78,0.405,2.13,0.22,2.35,0.09,9.21,3.5
996,24,1,0,0,0.55,0.19,0.67,14.69,1.16,1.08,19.65,0.08,13.77,3.13,0.53,0.67,0.25,0.391,4.27,0.254,1.14,1.11,2.99,1.3,4.88,80.0
997,29,0,0,1,0.09,0.0,0.13,54.53,0.77,2.48,55.04,0.0,45.64,1.54,0.09,1.54,0.77,0.321,4.44,0.385,2.14,1.03,4.36,1.11,8.29,12.0
998,26,0,1,0,0.04,0.04,0.13,38.96,0.49,2.13,43.47,0.0,34.05,1.39,0.25,0.94,0.74,0.36,5.65,0.322,2.5,0.29,2.01,0.41,9.09,30.0
999,21,0,1,0,0.07,0.1,0.2,16.63,0.67,1.5,25.0,0.13,14.3,1.5,0.07,1.63,0.9,0.375,7.07,0.301,2.0,0.17,1.6,0.77,10.37,11.0
1000,30,0,0,1,0.06,0.0,0.06,33.69,0.13,2.13,41.0,0.0,27.25,0.44,0.13,0.31,0.25,0.364,1.19,0.204,1.31,0.06,0.69,0.19,6.38,3.0
1001,27,0,1,0,0.05,0.2,0.14,82.12,0.65,8.43,85.53,0.4,76.55,1.61,0.3,1.81,1.0,0.32299999999999995,4.37,0.335,1.51,0.65,4.87,0.4,8.33,22.0
1002,27,1,0,0,0.19,0.14,0.28,29.45,1.57,2.95,36.15,0.17,25.72,3.34,0.33,0.86,0.17,0.154,4.8,0.299,1.41,1.85,6.04,2.68,6.65,17.0
1003,29,0,1,0,0.14,0.28,0.25,31.29,1.25,1.94,41.54,0.0,26.72,2.91,0.42,1.25,0.83,0.353,5.82,0.309,2.22,0.55,2.63,2.35,10.94,3.0
1004,20,0,1,0,0.06,0.17,0.2,29.06,1.3,2.76,32.22,0.17,25.01,3.04,0.23,0.73,0.39,0.18899999999999997,4.34,0.22899999999999998,0.79,2.42,5.35,2.37,5.58,10.0
1005,22,0,1,0,0.08,0.0,0.04,31.98,0.39,1.64,35.02,0.0,23.55,0.55,0.0,0.47,0.39,0.313,2.96,0.242,1.56,0.86,3.28,0.86,6.4,3.5
1006,27,0,0,1,0.03,0.09,0.15,59.48,1.32,4.48,60.09,0.03,45.75,2.76,0.28,1.44,1.07,0.507,3.87,0.326,1.72,0.95,7.34,0.71,9.4,16.0
1007,27,0,1,0,0.2,0.39,0.12,42.74,1.18,4.53,49.04,0.2,37.02,2.36,0.59,1.58,0.98,0.5,5.71,0.326,0.98,0.39,3.35,0.39,6.7,3.0
1008,24,1,0,0,0.43,0.3,0.58,26.26,1.92,0.94,33.62,0.17,23.48,3.72,0.56,0.68,0.17,0.222,3.29,0.313,0.6,3.51,7.02,2.31,7.4,35.0
1009,33,0,0,1,0.15,0.0,0.08,41.38,0.15,1.51,47.42,0.0,37.15,0.45,0.0,1.21,0.6,0.364,4.23,0.315,1.21,0.45,1.51,1.51,10.27,0.8
1010,26,0,1,0,0.22,0.22,0.44,50.72,1.44,5.1,57.3,0.19,44.35,3.33,0.59,1.37,0.59,0.3720000000000001,5.1,0.32799999999999996,1.48,0.44,4.96,0.63,10.32,70.0
1011,22,0,0,1,0.04,0.0,0.05,61.5,0.08,2.89,65.63,0.0,55.55,0.45,0.0,0.99,0.58,0.292,4.54,0.386,1.86,0.58,3.43,0.58,9.71,10.0
1012,27,0,1,0,0.11,0.11,0.25,31.25,1.1,2.54,39.53,0.0,27.83,2.21,0.11,2.43,0.99,0.474,7.73,0.255,1.88,0.77,5.41,1.1,7.4,4.5
1013,34,0,0,1,0.09,0.0,0.1,56.78,0.23,4.51,61.03,0.09,45.38,0.84,0.14,0.46,0.38,0.52,2.08,0.36200000000000004,1.73,0.23,2.11,0.09,7.13,8.0
1014,33,1,0,0,0.24,0.1,0.37,18.34,0.52,1.0,24.01,0.0,12.53,1.52,0.24,0.24,0.05,0.067,2.86,0.19899999999999998,0.81,0.24,0.43,0.57,4.81,4.0
1015,28,0,0,1,0.06,0.28,0.32,43.1,1.6,2.81,48.0,0.11,35.44,2.87,0.5,0.17,0.33,0.462,2.65,0.29100000000000004,1.38,2.87,9.37,1.49,8.16,26.0
1016,25,1,0,0,0.37,0.4,0.68,33.66,2.01,2.03,40.55,0.0,33.41,4.38,0.76,0.96,0.37,0.25,5.82,0.318,1.19,3.33,7.96,2.49,6.72,60.0
1017,25,0,1,0,0.15,0.0,0.15,19.55,1.17,1.9,25.82,0.0,15.9,2.19,0.0,1.75,1.02,0.43799999999999994,5.25,0.228,1.17,1.31,3.35,1.9,7.0,2.5
1018,30,0,0,1,0.13,0.0,0.09,62.68,0.23,3.47,66.9,0.05,54.18,0.57,0.0,0.52,0.26,0.5,2.13,0.364,1.37,0.18,2.51,0.1,10.94,25.0
1019,30,0,0,1,0.03,0.03,0.05,53.1,0.07,2.73,59.15,0.03,45.38,0.66,0.1,1.48,1.12,0.5479999999999999,4.4,0.373,1.94,0.16,1.97,0.13,11.34,7.0
1020,25,0,1,0,0.0,0.2,0.27,26.27,1.9,3.2,34.86,0.0,24.97,3.4,0.7,0.2,0.1,0.2,3.1,0.168,1.3,0.2,3.2,1.0,8.29,2.2
1021,22,0,0,1,0.05,0.05,0.09,48.76,0.39,4.75,55.36,0.15,42.36,0.82,0.05,1.26,0.39,0.5,4.12,0.371,1.84,0.34,5.0,0.29,8.05,3.0
1022,30,0,0,1,0.0,0.1,0.11,48.01,0.78,4.37,52.97,0.0,37.22,1.46,0.19,1.56,0.78,0.364,4.47,0.315,1.46,0.49,4.96,0.78,10.4,2.0
1023,34,1,0,0,0.88,0.31,0.89,58.71,2.33,7.31,64.88,0.75,55.97,6.36,0.98,0.47,0.21,0.29600000000000004,2.95,0.311,0.31,3.75,14.75,2.79,4.21,80.0
1024,28,0,0,1,0.06,0.13,0.06,32.95,0.26,2.37,38.01,0.0,28.53,0.51,0.19,1.15,0.83,0.5,4.42,0.315,1.54,0.06,1.28,0.26,7.44,2.5
1025,21,0,0,1,0.0,0.0,0.03,63.01,0.28,3.41,67.94,0.0,59.04,0.68,0.0,0.84,0.56,0.43799999999999994,3.05,0.33899999999999997,1.64,0.64,5.17,0.24,9.51,17.0
1026,29,0,0,1,0.13,0.0,0.09,43.05,0.13,1.01,45.19,0.0,40.28,0.63,0.13,0.63,0.13,0.16699999999999998,2.64,0.368,1.64,0.13,1.13,0.25,6.17,0.85
1027,28,1,0,0,0.23,0.06,0.25,12.94,0.62,0.73,18.68,0.06,12.32,1.41,0.17,0.68,0.06,0.1,3.77,0.245,0.45,0.79,3.21,2.03,3.26,2.5
1028,27,1,0,0,0.0,0.0,0.2,11.36,0.46,1.19,15.21,0.0,9.26,1.47,0.18,1.1,0.0,0.0,3.94,0.242,1.37,0.55,1.56,2.02,3.3,9.0
1029,33,0,0,1,0.15,0.04,0.13,41.64,0.83,3.64,45.85,0.0,29.81,1.29,0.04,0.83,0.53,0.368,3.34,0.303,2.5,0.19,3.03,0.53,6.68,1.5
1030,30,1,0,0,0.47,0.31,0.54,46.26,2.45,3.32,52.75,0.38,39.91,5.03,0.59,0.59,0.35,0.152,3.46,0.265,1.22,1.65,9.34,1.55,6.4,48.0
1031,25,0,1,0,0.39,0.23,0.53,35.18,2.34,3.9,39.86,0.36,30.87,4.54,0.55,0.99,0.34,0.17800000000000002,4.86,0.242,1.09,1.38,6.49,1.56,5.92,45.0
1032,31,0,0,1,0.06,0.0,0.08,41.51,0.17,1.85,46.07,0.06,33.15,0.46,0.12,0.86,0.35,0.353,3.98,0.358,1.85,0.06,1.73,0.17,9.74,2.0
1033,26,0,0,1,0.0,0.04,0.07,33.56,0.68,2.58,36.74,0.0,25.34,1.15,0.12,0.83,0.48,0.353,2.62,0.27399999999999997,1.31,0.16,3.26,0.91,5.8,3.0
1034,29,0,0,1,0.0,0.0,0.05,52.3,0.35,2.96,51.45,0.0,42.26,1.05,0.0,0.85,0.7,0.43799999999999994,3.01,0.305,1.66,0.15,3.36,0.4,8.08,2.5
1035,25,1,0,0,0.09,0.0,0.1,25.57,0.27,2.55,32.21,0.0,22.66,0.73,0.0,1.37,0.82,0.31,4.73,0.212,1.55,0.82,2.37,1.18,10.1,4.0
1036,23,0,1,0,0.1,0.68,0.6,41.51,2.81,2.72,49.56,0.39,39.08,4.56,0.87,1.16,0.39,0.21100000000000002,5.72,0.258,1.07,1.75,7.08,2.23,10.18,13.0
1037,32,0,0,1,0.04,0.04,0.03,40.77,0.04,2.33,46.45,0.0,34.33,0.45,0.08,0.87,0.56,0.441,2.97,0.33899999999999997,1.88,0.15,2.03,0.19,8.32,2.0
1038,35,0,1,0,0.0,0.0,0.19,61.58,1.71,7.01,68.78,0.0,51.92,3.22,0.38,1.71,0.57,0.3,4.74,0.305,1.52,0.76,3.03,0.38,7.77,0.6
1039,31,0,0,1,0.0,0.0,0.02,51.73,0.0,0.98,53.04,0.0,48.12,0.33,0.11,0.77,0.44,0.5,3.39,0.295,1.75,0.0,1.2,0.11,7.76,0.5
1040,18,0,0,1,0.12,0.12,0.28,31.15,0.92,1.04,32.31,0.0,23.77,1.96,0.23,1.5,1.04,0.31,5.31,0.303,2.54,1.27,3.23,1.5,6.58,5.0
1041,22,0,0,1,0.08,0.0,0.17,33.25,0.81,2.5,38.72,0.0,23.35,1.37,0.0,1.05,0.64,0.444,2.17,0.278,1.93,1.13,3.86,0.72,7.16,2.5
1042,25,0,0,1,0.0,0.0,0.06,51.97,0.56,2.67,54.08,0.06,37.64,1.0,0.0,0.5,0.33,0.188,3.83,0.322,1.83,0.28,4.22,0.5,8.99,1.0
1043,25,1,0,0,0.15,0.0,0.29,22.86,0.87,2.18,26.8,0.0,21.99,2.04,0.29,0.58,0.44,0.5,3.64,0.294,1.31,0.73,2.77,1.46,5.1,12.0
1044,29,1,0,0,0.38,0.15,0.44,16.59,1.07,0.92,20.95,0.08,14.6,2.6,0.15,0.54,0.15,0.222,3.59,0.326,0.69,1.68,1.76,1.53,3.44,15.0
1045,25,1,0,0,0.25,0.06,0.28,17.45,0.56,1.27,20.83,0.0,17.05,1.69,0.2,0.93,0.37,0.255,4.78,0.235,1.41,2.31,2.96,3.18,4.56,3.5
1046,32,0,1,0,0.09,0.18,0.1,43.58,0.98,2.31,50.25,0.0,37.53,2.13,0.18,1.78,0.8,0.29,7.2,0.307,0.8,0.98,2.13,0.89,9.78,1.0
1047,28,0,0,1,0.0,0.09,0.18,36.91,1.46,1.74,39.97,0.0,24.8,2.4,0.17,1.4,1.29,0.703,3.51,0.267,1.97,0.51,3.31,0.91,9.49,35.0
1048,18,0,1,0,0.0,0.0,0.05,40.04,0.21,2.75,43.94,0.0,37.29,0.85,0.05,1.64,1.0,0.48700000000000004,5.18,0.308,1.06,0.74,4.33,1.0,11.2,12.0
1049,25,0,0,1,0.0,0.04,0.05,71.32,0.32,6.15,74.92,0.04,62.89,1.0,0.11,1.67,1.14,0.561,5.41,0.406,1.78,1.1,6.05,0.68,10.39,45.0
1050,27,1,0,0,0.26,0.11,0.44,19.66,0.97,1.04,28.2,0.04,17.31,2.31,0.37,0.9,0.37,0.278,5.59,0.316,0.97,0.97,3.39,2.39,6.04,5.0
1051,34,0,1,0,0.0,0.0,0.03,56.2,0.38,6.57,60.72,0.03,49.16,1.23,0.1,2.02,1.09,0.308,7.22,0.337,1.51,0.24,2.91,0.65,12.08,3.5
1052,25,0,0,1,0.08,0.0,0.11,49.32,0.31,4.36,53.8,0.0,41.94,0.82,0.04,1.85,1.1,0.45899999999999996,4.63,0.33,1.57,0.59,3.93,0.55,8.05,10.0
1053,29,1,0,0,0.16,0.2,0.3,29.62,1.57,2.71,38.03,0.24,28.21,3.1,0.47,1.26,0.35,0.188,4.2,0.271,0.94,2.87,7.15,2.79,8.01,25.0
1054,27,1,0,0,0.23,0.11,0.35,27.04,0.85,1.33,33.08,0.06,24.02,2.43,0.28,1.02,0.71,0.385,4.49,0.308,1.52,2.26,6.21,1.95,5.28,30.0
1055,27,0,0,1,0.05,0.1,0.11,39.99,0.86,1.91,42.38,0.0,26.98,1.86,0.29,0.67,0.67,0.5379999999999999,3.1,0.371,1.76,0.48,4.0,0.33,7.96,4.0
1056,24,0,1,0,0.45,0.28,0.71,38.93,1.78,4.15,46.92,0.4,38.25,3.81,0.62,2.2,0.93,0.44,6.98,0.311,1.24,1.84,5.31,2.49,8.76,35.0
1057,33,1,0,0,0.14,0.09,0.36,20.47,1.82,1.92,24.63,0.09,19.25,3.27,0.37,0.37,0.19,0.28600000000000003,3.32,0.25,0.33,0.93,4.39,1.64,4.53,2.5
1058,23,0,0,1,0.07,0.0,0.07,41.72,0.36,4.21,44.57,0.0,37.37,0.93,0.07,0.93,0.78,0.40700000000000003,2.57,0.26899999999999996,1.43,0.14,3.14,0.07,7.56,1.8
1059,25,0,1,0,0.0,0.0,0.1,47.55,0.78,3.83,51.73,0.0,38.55,1.84,0.0,1.49,0.71,0.455,4.11,0.27,0.57,0.28,2.98,0.71,10.06,18.0
1060,27,0,1,0,0.04,0.0,0.08,32.47,0.15,3.38,40.78,0.0,27.44,0.99,0.11,1.62,1.14,0.544,4.96,0.35,1.51,0.48,2.02,0.7,12.89,2.2
1061,24,0,1,0,0.04,0.0,0.11,29.6,0.37,3.12,36.79,0.12,24.73,1.25,0.12,1.75,0.58,0.368,7.11,0.341,2.04,0.46,3.16,0.71,11.89,12.0
1062,30,1,0,0,0.11,0.18,0.28,61.25,2.0,3.88,65.57,0.0,49.08,3.16,0.44,2.0,0.87,0.436,6.5,0.336,1.42,1.2,6.75,1.09,6.39,15.0
1063,27,1,0,0,0.57,0.17,0.5,21.21,0.99,1.28,28.16,0.09,15.37,2.18,0.2,0.6,0.2,0.179,3.43,0.242,0.74,0.54,1.9,1.3,3.94,12.0
1064,23,0,1,0,0.37,0.11,0.38,24.48,1.08,2.91,29.5,0.11,23.39,2.37,0.31,1.06,0.51,0.34600000000000003,4.71,0.259,1.28,2.05,5.08,3.0,8.3,15.0
1065,27,0,0,1,0.0,0.11,0.14,41.62,1.81,2.34,44.28,0.0,27.82,2.66,0.16,0.69,0.59,0.423,4.8,0.381,2.4,0.16,3.46,0.53,7.46,7.5
1066,29,0,1,0,0.26,0.18,0.42,55.32,2.54,8.36,60.85,0.45,51.25,4.4,0.29,1.02,0.5,0.23199999999999998,4.8,0.27399999999999997,1.07,1.21,8.97,1.34,8.36,40.0
1067,19,1,0,0,0.0,0.46,0.27,28.27,1.82,1.64,33.28,0.27,26.08,3.19,0.55,0.36,0.46,0.35700000000000004,2.92,0.26,1.09,2.01,5.47,1.73,6.11,7.0
1068,24,1,0,0,0.25,0.04,0.37,11.06,0.71,0.68,16.75,0.0,10.28,2.24,0.25,0.53,0.21,0.24,2.84,0.21100000000000002,0.75,1.07,3.66,1.67,3.98,10.0
1069,27,0,1,0,0.06,0.13,0.12,31.61,1.19,3.32,34.24,0.0,25.35,1.94,0.13,1.31,0.44,0.25,6.26,0.34,1.25,0.69,3.38,0.75,8.07,4.0
1070,30,1,0,0,1.09,0.45,0.98,30.61,2.97,1.98,38.29,0.15,28.48,6.24,1.19,0.74,0.45,0.281,4.8,0.282,1.24,3.07,7.33,2.87,5.94,30.0
1071,28,1,0,0,0.13,0.1,0.29,18.29,1.07,1.17,25.61,0.03,17.62,2.74,0.37,0.5,0.27,0.129,3.14,0.23,1.2,2.34,5.72,1.87,6.99,3.0
1072,34,1,0,0,0.62,0.08,0.5,15.9,0.86,0.96,20.92,0.18,12.18,2.0,0.26,0.16,0.16,0.429,1.56,0.261,0.39,0.31,1.93,1.04,2.91,15.0
1073,25,1,0,0,0.1,0.1,0.32,27.35,1.22,1.84,36.53,0.1,23.67,2.55,0.2,1.02,0.41,0.222,4.08,0.217,1.43,2.04,5.61,2.55,8.67,10.0
1074,24,0,0,1,0.0,0.0,0.06,57.52,0.2,3.72,60.79,0.08,53.48,0.73,0.04,1.41,0.85,0.5,2.75,0.337,2.1,0.12,3.51,0.28,7.07,18.0
1075,23,1,0,0,0.39,0.23,0.46,22.46,0.93,2.18,27.44,0.16,18.58,2.1,0.31,0.31,0.08,0.2,2.18,0.226,0.62,1.94,1.71,2.25,3.96,20.0
1076,30,0,1,0,0.04,0.04,0.07,39.16,0.68,3.73,45.04,0.04,32.77,1.04,0.07,1.65,1.29,0.434,5.16,0.306,1.61,0.5,2.55,0.61,10.29,8.0
1077,36,0,1,0,0.1,0.26,0.27,67.89,1.62,7.73,73.48,0.33,58.37,2.95,0.4,0.69,0.52,0.39299999999999996,3.4,0.271,0.69,1.4,7.57,1.07,7.38,10.0
1078,25,1,0,0,0.26,0.0,0.32,22.12,1.28,0.64,28.38,0.13,21.22,3.2,0.51,0.77,0.64,0.385,4.35,0.33,0.89,2.05,6.01,1.79,6.26,1.5
1079,25,0,0,1,0.04,0.04,0.06,53.61,0.29,4.15,57.15,0.0,46.36,1.0,0.07,0.79,0.5,0.43799999999999994,4.32,0.364,1.82,0.14,3.54,0.21,9.72,27.0
1080,29,0,0,1,0.05,0.0,0.06,29.45,0.48,2.17,34.74,0.0,20.78,0.95,0.05,1.37,1.0,0.528,3.7,0.28800000000000003,1.48,0.74,2.27,0.32,8.88,1.5
1081,28,0,1,0,0.0,0.0,0.02,28.51,0.0,3.23,34.24,0.0,23.49,0.0,0.0,2.33,0.54,0.14300000000000002,4.84,0.233,1.97,0.18,1.43,0.54,11.29,3.0
1082,22,1,0,0,0.56,0.0,0.6,17.05,0.8,0.88,23.08,0.24,14.72,2.33,0.08,0.8,0.16,0.222,5.39,0.27,0.8,1.29,3.62,2.57,4.83,12.0
1083,30,0,0,1,0.03,0.03,0.08,56.7,0.45,4.7,62.04,0.06,43.12,1.09,0.12,1.67,1.27,0.525,4.73,0.33799999999999997,2.06,1.03,6.25,0.61,10.07,5.0
1084,26,0,0,1,0.02,0.17,0.19,54.68,2.33,3.09,53.3,0.1,42.43,3.76,0.43,1.26,0.74,0.544,4.02,0.34299999999999997,2.07,0.95,6.71,1.09,7.68,42.0
1085,20,0,0,1,0.05,0.09,0.07,44.03,0.69,2.82,43.57,0.14,32.63,1.43,0.37,0.78,0.78,0.5670000000000001,4.57,0.312,1.94,0.69,3.23,1.02,7.43,8.0
1086,31,1,0,0,0.29,0.0,0.51,18.53,0.59,0.88,22.55,0.0,14.13,1.76,0.15,0.44,0.07,1.0,3.95,0.312,0.73,0.81,1.39,1.68,4.25,7.5
1087,24,0,0,1,0.0,0.0,0.05,44.91,0.37,2.98,51.79,0.0,39.01,0.85,0.0,0.79,0.67,0.5,2.98,0.336,2.25,0.85,2.8,0.24,11.32,5.0
1088,25,1,0,0,0.38,0.13,0.43,18.1,0.72,0.42,19.5,0.04,16.23,1.87,0.26,0.34,0.04,0.125,3.91,0.256,0.85,0.93,2.12,2.46,3.78,3.0
1089,25,0,0,1,0.06,0.0,0.11,26.16,1.21,1.4,28.28,0.0,18.27,1.76,0.06,1.34,1.09,0.419,4.79,0.26899999999999996,2.12,1.15,2.85,0.91,8.31,1.1
1090,23,0,1,0,0.03,0.05,0.13,42.65,0.95,3.41,45.83,0.03,37.58,2.33,0.13,1.9,0.62,0.40700000000000003,5.28,0.28800000000000003,2.0,0.9,5.25,1.1,8.51,6.0
1091,25,0,1,0,0.08,0.12,0.23,46.94,1.16,4.59,55.71,0.25,45.46,2.98,0.5,1.78,0.87,0.368,5.96,0.313,2.11,1.49,4.72,1.08,10.8,18.0
1092,37,0,1,0,0.0,0.0,0.02,58.96,0.28,5.12,64.15,0.07,51.36,1.38,0.03,1.72,1.1,0.451,5.29,0.37,1.55,0.21,5.29,0.52,12.79,0.8
1093,26,1,0,0,0.23,0.04,0.31,15.09,0.69,1.04,20.16,0.04,15.01,1.96,0.12,1.0,0.23,0.231,4.3,0.24,1.04,1.42,2.96,2.84,4.68,4.0
1094,22,0,1,0,0.27,0.0,0.18,26.78,0.68,3.13,35.62,0.0,23.79,2.45,0.14,1.22,0.68,0.385,4.35,0.203,2.45,1.77,4.49,1.9,11.56,3.0
1095,30,1,0,0,0.34,0.21,0.47,16.74,1.58,1.85,22.5,0.21,14.06,2.88,0.62,0.27,0.07,0.1,2.74,0.231,0.55,0.55,2.54,0.96,3.91,5.0
1096,35,0,1,0,0.0,0.0,0.08,22.61,0.46,2.46,30.55,0.0,19.42,0.91,0.09,1.28,0.46,0.192,5.29,0.28600000000000003,1.82,0.18,1.19,0.73,8.3,0.8
1097,22,0,1,0,0.16,0.0,0.06,41.0,0.32,4.96,44.2,0.0,36.99,1.28,0.48,2.4,0.64,0.28600000000000003,5.12,0.267,2.08,0.96,4.16,0.64,9.77,5.0
1098,30,0,1,0,0.12,0.15,0.31,42.35,1.36,5.08,49.09,0.32,38.96,2.6,0.37,1.04,0.57,0.223,4.73,0.23,1.21,0.62,4.63,1.39,7.11,12.0
1099,24,1,0,0,0.26,0.0,0.36,19.66,0.89,1.53,23.62,0.13,18.0,2.04,0.26,1.02,0.51,0.33299999999999996,6.13,0.231,1.15,0.77,3.83,2.43,4.98,6.0
1100,26,0,0,1,0.02,0.0,0.07,66.24,0.12,4.71,70.48,0.02,60.71,0.57,0.05,1.2,0.77,0.544,4.19,0.426,1.75,0.25,5.19,0.2,8.53,30.0
1101,30,0,0,1,0.08,0.0,0.04,40.45,0.08,2.01,43.84,0.0,35.22,0.31,0.04,0.59,0.31,0.32,2.72,0.325,1.57,0.16,1.38,0.04,8.34,2.4
1102,28,0,1,0,0.17,0.17,0.32,56.1,1.4,3.67,59.85,0.09,51.47,2.8,0.61,1.49,0.52,0.231,6.12,0.303,1.57,1.22,6.12,1.22,9.09,10.0
1103,28,0,1,0,0.06,0.14,0.16,36.61,0.83,1.47,36.41,0.03,27.82,1.95,0.32,0.66,0.66,0.38299999999999995,2.56,0.273,1.18,1.21,7.93,0.98,6.38,18.0
1104,23,0,1,0,0.1,0.08,0.19,65.93,1.12,7.5,72.63,0.23,59.22,2.45,0.33,1.5,0.54,0.32299999999999995,4.69,0.312,1.73,0.56,4.92,0.92,9.69,35.0
1105,30,0,1,0,0.0,0.06,0.1,23.84,0.41,2.53,29.91,0.03,20.87,1.35,0.16,1.69,0.56,0.209,6.38,0.3,1.38,0.81,2.28,0.53,8.98,1.8
1106,21,0,0,1,0.05,0.28,0.09,34.53,0.96,3.58,35.77,0.0,24.34,1.93,0.28,1.29,1.33,0.527,6.2,0.31,1.42,0.83,3.86,0.69,6.93,8.0
1107,25,1,0,0,0.18,0.18,0.47,11.04,0.96,0.96,16.21,0.09,8.76,1.84,0.18,0.61,0.18,0.25,3.94,0.21,1.4,0.88,2.02,2.19,3.94,8.5
1108,21,0,0,1,0.0,0.0,0.06,49.31,0.25,2.2,52.65,0.13,45.79,0.5,0.0,0.82,0.57,0.321,5.35,0.405,1.13,0.19,2.83,0.06,6.17,22.0
1109,32,0,1,0,0.1,0.24,0.26,29.53,1.89,2.38,38.32,0.15,23.8,3.25,0.44,1.55,1.02,0.35,6.61,0.325,1.8,1.55,4.13,1.99,8.6,4.0
1110,30,0,0,1,0.0,0.07,0.08,45.1,0.2,2.51,52.36,0.07,39.88,0.46,0.07,0.53,0.46,0.467,2.18,0.26,1.58,0.2,2.91,0.07,8.06,6.0
1111,23,0,1,0,0.05,0.05,0.11,34.19,1.23,1.88,38.8,0.0,26.9,2.24,0.11,1.2,0.74,0.44299999999999995,5.63,0.28300000000000003,1.91,0.76,4.78,1.34,8.27,20.0
1112,21,0,0,1,0.13,0.0,0.1,55.2,0.07,3.8,60.73,0.0,49.33,0.33,0.0,0.8,0.53,0.8,2.8,0.462,1.6,0.33,3.53,0.07,8.87,20.0
1113,26,0,0,1,0.1,0.03,0.08,54.61,0.38,5.71,61.01,0.0,45.12,1.17,0.07,1.38,0.86,0.47200000000000003,3.78,0.359,2.17,0.72,4.81,0.21,11.38,8.0
1114,30,0,0,1,0.07,0.07,0.21,76.86,1.41,7.88,80.16,0.27,64.27,2.9,0.13,1.48,0.47,0.20600000000000002,4.78,0.441,1.01,0.88,8.35,0.74,11.52,10.0
1115,25,0,1,0,0.0,0.0,0.14,34.66,0.97,2.27,38.77,0.0,30.32,1.95,0.0,1.41,0.97,0.429,5.85,0.32899999999999996,1.08,1.62,3.36,0.97,10.4,1.8
1116,27,0,1,0,0.24,0.12,0.31,50.84,1.22,5.64,60.25,0.2,42.3,2.59,0.24,0.9,0.43,0.275,4.27,0.316,1.02,0.71,4.59,1.61,11.92,32.0
1117,34,0,0,1,0.13,0.0,0.06,57.11,0.22,3.08,62.31,0.0,51.77,0.69,0.0,0.74,0.56,0.684,2.34,0.33299999999999996,1.43,0.13,3.08,0.17,10.11,2.0
1118,29,0,1,0,0.05,0.14,0.16,69.75,1.32,7.67,72.82,0.09,57.88,2.82,0.39,1.25,0.51,0.25,5.15,0.27399999999999997,1.48,0.46,4.94,0.65,9.95,40.0
1119,25,1,0,0,0.45,0.11,0.51,38.35,1.67,2.16,44.07,0.19,35.38,3.6,0.45,0.37,0.22,0.17600000000000002,2.23,0.226,0.74,1.41,7.36,1.04,5.61,35.0
1120,23,0,0,1,0.0,0.0,0.04,44.88,0.24,3.87,51.33,0.0,36.76,0.72,0.05,1.48,0.91,0.452,3.44,0.312,2.15,0.19,3.34,0.53,8.4,4.5
1121,26,0,0,1,0.08,0.0,0.07,38.59,0.97,3.73,39.65,0.0,24.57,1.54,0.0,1.14,0.97,0.48,4.54,0.381,2.27,0.97,3.49,0.57,10.78,2.5
1122,32,0,1,0,0.33,0.31,0.54,34.81,1.73,2.56,40.5,0.12,33.84,3.34,0.52,1.28,0.43,0.305,6.35,0.324,1.37,1.42,5.24,1.3,5.83,13.0
1123,24,1,0,0,0.26,0.04,0.37,18.45,0.97,1.84,26.75,0.09,16.74,2.72,0.31,0.61,0.35,0.381,3.73,0.24,1.05,2.2,4.52,2.11,8.08,5.0
1124,34,1,0,0,0.66,0.0,0.4,22.62,2.31,1.16,26.09,0.0,20.64,3.63,0.33,0.33,0.33,0.182,2.31,0.16699999999999998,0.83,0.83,2.48,1.98,5.28,0.5
