,Age,Foward,Midfielder,Defender,Goals,Assists,npxG+xA,Passes Completed,Key Passes,Passes into Final Third,Live-ball passes,Through Balls,Ground passes,Shot-Creating Actions,Goal-Creating Actions,Tackles Won,Dribblers Tackled,% of dribblers tackled,Successful Pressures,Successful Pressure %,Blocks,Dribbles Completed,Progressive Carries,Dispossessed,Ball Recoveries,Market value
556,29,0,1,0,0.0,0.11,0.11,55.06,1.41,4.44,59.82,0.22,43.49,2.49,0.11,1.41,0.54,0.16699999999999998,5.95,0.36200000000000004,1.51,0.65,1.84,0.76,10.38,2.0
557,28,1,0,0,0.19,0.14,0.51,35.04,1.55,3.24,44.58,0.19,30.72,3.05,0.38,0.75,0.7,0.319,4.04,0.27699999999999997,1.13,1.6,9.49,2.16,5.21,14.0
558,18,0,1,0,0.4,0.43,0.55,33.5,2.41,3.61,40.19,0.34,31.06,4.5,0.89,0.71,0.25,0.182,6.79,0.316,1.08,2.19,6.2,1.94,7.16,65.0
559,24,0,0,1,0.0,0.24,0.16,42.28,0.85,1.93,42.64,0.0,34.07,1.81,0.48,3.14,0.97,0.5710000000000001,6.77,0.376,1.81,1.09,5.8,1.69,8.82,6.5
560,35,0,0,1,0.11,0.0,0.06,42.95,0.63,2.95,46.11,0.0,31.89,1.26,0.11,1.68,0.63,0.33299999999999996,4.42,0.316,1.68,1.05,4.53,1.05,7.05,0.5
561,22,0,1,0,0.09,0.0,0.06,54.04,0.5,4.09,57.26,0.0,48.04,1.41,0.09,1.45,0.64,0.298,6.54,0.33,1.36,0.5,3.63,0.77,10.44,12.0
562,33,0,0,1,0.02,0.0,0.09,62.06,0.32,4.25,65.45,0.07,50.18,1.0,0.09,0.88,0.28,0.316,3.13,0.375,1.53,0.19,3.83,0.21,10.91,10.0
563,34,1,0,0,0.34,0.23,0.43,16.29,1.19,0.69,19.51,0.0,15.49,2.49,0.46,0.11,0.0,0.0,1.87,0.262,0.38,0.42,1.84,0.84,2.41,4.0
564,31,0,1,0,0.0,0.0,0.05,32.65,0.27,4.12,37.13,0.0,27.44,0.82,0.0,0.91,0.73,0.33299999999999996,4.39,0.327,2.1,0.18,1.92,0.73,10.79,0.6
565,30,0,1,0,0.07,0.07,0.18,47.12,0.96,3.83,52.25,0.0,43.36,2.19,0.14,1.37,1.03,0.536,5.74,0.34299999999999997,1.71,1.64,4.1,1.37,9.3,5.0
566,22,0,0,1,0.0,0.0,0.06,38.5,1.19,2.25,37.25,0.0,25.75,1.63,0.06,0.94,1.06,0.607,4.56,0.289,2.13,0.56,6.0,0.5,8.19,3.0
567,21,1,0,0,0.22,0.07,0.42,30.92,0.88,1.9,35.3,0.07,30.63,2.33,0.07,0.8,0.07,0.14300000000000002,4.74,0.264,1.24,2.84,6.42,2.19,6.2,22.0
568,25,1,0,0,0.27,0.14,0.4,26.1,2.06,1.26,33.69,0.16,22.01,3.65,0.38,1.18,0.47,0.386,4.47,0.265,1.18,1.26,5.48,1.37,5.43,7.0
569,24,0,1,0,0.29,0.07,0.18,50.71,1.02,4.98,55.36,0.16,45.88,2.4,0.2,1.25,0.7,0.574,4.8,0.307,1.86,1.09,4.71,1.11,9.45,55.0
570,38,1,0,0,0.08,0.24,0.28,32.3,1.54,3.2,37.12,0.16,31.12,3.2,0.47,0.83,0.39,0.313,4.74,0.255,0.55,2.33,7.94,4.07,7.03,1.5
571,27,1,0,0,0.17,0.17,0.27,31.89,1.2,1.89,38.57,0.0,28.97,2.57,0.51,2.23,0.69,0.25,5.66,0.284,2.57,0.69,6.0,1.89,9.43,5.0
572,27,0,0,1,0.1,0.0,0.02,32.0,0.0,1.71,37.14,0.0,25.71,0.29,0.0,1.05,0.19,0.222,2.48,0.34700000000000003,2.19,0.38,1.9,0.0,9.24,0.8
573,23,0,1,0,0.0,0.0,0.1,21.3,0.37,1.23,25.61,0.0,18.1,1.6,0.12,1.23,0.12,0.14300000000000002,5.66,0.27899999999999997,1.72,0.99,2.95,1.72,7.63,9.0
574,31,0,1,0,0.0,0.0,0.13,28.1,0.7,3.96,37.31,0.0,26.23,1.05,0.12,1.05,0.47,0.174,4.08,0.254,2.1,0.12,2.8,1.17,9.09,5.0
575,28,0,1,0,0.07,0.07,0.16,52.96,0.79,5.83,58.91,0.22,48.26,2.26,0.22,1.89,0.96,0.336,7.03,0.29100000000000004,2.56,0.61,3.59,1.33,10.72,22.0
576,26,0,0,1,0.04,0.29,0.14,35.95,1.25,2.21,38.57,0.0,23.93,2.41,0.37,1.96,1.33,0.46399999999999997,5.37,0.312,2.21,1.75,4.83,1.29,7.82,6.0
577,35,0,1,0,0.0,0.21,0.32,29.86,2.23,2.87,33.9,0.11,26.25,2.66,0.32,0.53,0.53,0.217,4.46,0.28800000000000003,1.17,1.17,5.1,2.02,5.42,0.3
578,24,0,1,0,0.0,0.34,0.31,17.79,1.71,2.22,26.69,0.17,15.74,2.4,0.68,0.51,0.86,0.625,3.42,0.22,1.54,0.68,3.76,1.03,7.7,2.0
579,24,0,1,0,0.09,0.14,0.33,67.25,1.56,6.21,72.04,0.25,62.99,2.63,0.23,0.76,0.34,0.306,3.48,0.32899999999999996,0.8,1.51,8.18,1.08,8.36,90.0
580,23,0,0,1,0.07,0.03,0.05,50.96,0.17,2.81,57.75,0.0,46.85,0.51,0.03,0.75,0.41,0.5,2.78,0.384,1.54,0.21,3.74,0.1,7.47,25.0
581,24,1,0,0,0.42,0.32,0.58,31.22,1.41,1.25,35.07,0.03,30.42,3.05,0.58,0.61,0.29,0.237,4.43,0.28800000000000003,1.12,1.99,6.71,2.15,5.23,60.0
582,31,0,0,1,0.12,0.03,0.05,40.76,0.22,2.68,43.07,0.03,32.75,0.52,0.09,0.4,0.34,0.40700000000000003,1.63,0.349,1.36,0.12,2.34,0.15,8.44,15.0
583,21,0,0,1,0.0,0.04,0.12,39.93,1.0,2.04,41.74,0.0,30.8,1.81,0.12,0.85,0.73,0.442,4.2,0.243,2.08,0.69,4.47,0.73,7.13,7.0
584,30,0,1,0,0.29,0.11,0.37,29.51,1.19,3.38,38.6,0.18,29.76,2.88,0.29,1.01,0.25,0.25,5.07,0.27699999999999997,1.19,1.58,5.03,2.55,5.93,8.0
585,32,1,0,0,0.37,0.0,0.36,32.34,1.03,2.24,38.04,0.19,29.53,2.24,0.19,0.75,0.56,0.28600000000000003,4.3,0.23199999999999998,1.59,2.06,2.99,2.62,5.61,1.5
586,27,1,0,0,0.55,0.15,0.58,14.85,1.05,1.07,22.37,0.05,12.02,2.2,0.32,0.9,0.55,0.301,3.65,0.251,1.15,0.8,3.45,1.4,5.3,15.0
587,24,0,1,0,0.04,0.13,0.16,21.2,0.63,1.75,26.22,0.13,19.27,1.97,0.4,1.03,0.45,0.278,5.74,0.322,1.26,1.26,4.8,2.42,6.14,20.0
588,31,0,0,1,0.12,0.12,0.16,38.43,1.2,2.77,43.25,0.0,28.67,3.01,0.24,1.69,0.72,0.33299999999999996,3.61,0.306,1.57,0.72,5.3,0.48,8.67,2.0
589,32,1,0,0,0.96,0.29,0.65,27.65,2.06,2.21,35.15,0.15,20.96,4.19,0.59,0.74,0.29,0.222,3.09,0.271,1.32,2.65,5.66,1.47,5.59,10.0
590,35,0,0,1,0.06,0.06,0.06,27.76,0.41,1.59,31.76,0.0,22.53,0.65,0.12,0.29,0.24,0.5,1.47,0.294,2.24,0.06,0.94,0.12,7.24,0.5
591,29,0,1,0,0.07,0.0,0.17,52.74,1.38,4.79,57.02,0.15,42.78,2.91,0.15,1.6,0.94,0.33299999999999996,4.94,0.26,1.82,0.73,4.43,0.65,8.57,2.0
592,31,0,1,0,0.0,0.48,0.25,37.46,1.75,3.81,43.97,0.16,28.73,4.29,0.95,1.75,0.48,0.188,6.51,0.225,2.22,1.27,3.49,2.06,6.19,2.5
593,17,0,1,0,0.0,0.08,0.23,43.71,0.68,5.02,48.27,0.46,42.19,1.6,0.23,1.82,0.84,0.355,6.16,0.262,1.98,1.67,6.46,2.36,7.37,25.0
594,26,1,0,0,0.2,0.15,0.33,26.18,1.0,0.8,32.69,0.0,26.33,2.1,0.4,1.15,0.8,0.327,6.41,0.311,1.45,2.25,5.46,2.75,7.51,18.0
595,28,0,1,0,0.0,0.0,0.05,42.23,0.61,3.98,47.97,0.13,37.85,1.21,0.13,2.5,0.94,0.452,6.54,0.348,1.28,0.81,4.66,0.81,10.59,15.0
596,19,1,0,0,0.49,0.2,0.58,13.12,0.69,0.29,19.0,0.1,12.54,2.15,0.39,1.27,0.39,0.444,5.39,0.281,0.59,2.06,3.72,3.13,4.9,3.5
597,31,0,1,0,0.11,0.03,0.2,47.1,0.62,3.92,49.7,0.03,43.44,1.65,0.16,0.76,0.19,0.226,4.41,0.345,1.08,1.22,4.66,0.84,8.39,30.0
598,27,1,0,0,0.31,0.19,0.48,26.28,2.37,1.37,31.83,0.25,27.03,4.31,0.44,0.25,0.12,0.133,4.31,0.24600000000000002,0.81,1.69,9.49,2.43,5.62,10.0
599,29,1,0,0,0.71,0.38,0.68,26.07,1.53,3.0,36.69,0.35,25.14,2.86,0.84,0.52,0.22,0.2,3.02,0.27399999999999997,0.9,2.26,4.69,2.4,4.17,40.0
600,34,0,0,1,0.08,0.0,0.09,66.0,0.08,5.09,69.24,0.0,58.0,0.45,0.12,0.53,0.41,0.556,2.63,0.364,1.15,0.04,4.92,0.21,9.85,7.5
601,30,0,0,1,0.03,0.0,0.04,33.03,0.05,1.2,36.18,0.0,29.52,0.19,0.03,0.85,0.69,0.51,2.8,0.33399999999999996,1.41,0.03,1.04,0.08,6.89,5.0
602,34,0,0,1,0.09,0.03,0.06,25.86,0.03,1.45,30.49,0.03,21.58,0.28,0.03,0.45,0.43,0.41700000000000004,2.02,0.34299999999999997,1.28,0.06,0.74,0.03,7.24,0.8
603,26,1,0,0,0.23,0.34,0.44,12.38,1.69,0.34,17.66,0.23,11.93,3.94,0.56,0.23,0.0,0.0,3.15,0.25,1.13,2.48,5.29,1.8,5.85,2.2
604,24,0,1,0,0.22,0.15,0.32,43.06,0.75,2.02,44.33,0.07,39.84,2.32,0.3,1.5,0.52,0.41200000000000003,5.01,0.27899999999999997,1.27,1.35,4.93,1.87,5.83,20.0
605,26,1,0,0,0.11,0.0,0.19,20.76,0.75,1.28,24.83,0.0,18.3,1.82,0.11,0.86,0.11,0.077,2.78,0.16899999999999998,0.86,1.82,4.6,4.71,5.78,3.0
606,34,1,0,0,0.07,0.07,0.27,21.28,1.33,1.4,24.84,0.07,21.42,2.79,0.14,0.21,0.07,0.125,2.23,0.215,0.42,2.16,6.21,1.95,4.6,1.5
607,24,0,0,1,0.05,0.05,0.06,44.39,0.15,2.43,49.89,0.0,40.26,0.53,0.15,0.73,0.39,0.615,2.67,0.387,1.36,0.24,1.8,0.44,9.09,3.5
608,25,0,0,1,0.08,0.06,0.07,40.57,0.76,2.34,41.27,0.0,30.89,1.35,0.17,1.15,0.65,0.5,2.84,0.326,1.77,1.38,6.05,1.04,8.22,6.0
609,32,0,1,0,0.12,0.09,0.2,32.74,0.91,2.77,38.71,0.09,29.85,2.38,0.43,0.97,0.46,0.28300000000000003,4.05,0.27899999999999997,1.07,1.19,5.97,1.43,6.91,4.0
610,21,1,0,0,0.43,0.09,0.46,22.9,1.94,0.9,25.88,0.19,21.15,4.11,0.52,0.61,0.09,0.154,4.39,0.29600000000000004,0.99,1.09,2.93,2.55,4.3,15.0
611,29,0,0,1,0.03,0.05,0.07,70.43,0.28,5.67,72.96,0.1,64.15,0.84,0.08,0.56,0.28,0.379,1.97,0.348,1.9,0.23,5.39,0.38,9.62,12.0
612,26,0,0,1,0.0,0.0,0.06,31.87,0.05,2.01,37.84,0.05,26.21,0.37,0.0,1.06,0.58,0.45799999999999996,5.02,0.397,1.64,0.16,1.37,0.0,9.72,5.0
613,19,0,1,0,0.08,0.08,0.17,37.12,0.99,2.98,41.02,0.0,31.84,1.76,0.31,1.76,0.99,0.325,5.28,0.25,3.14,0.23,2.3,1.15,5.59,7.0
614,28,1,0,0,0.24,0.31,0.4,28.2,1.61,1.76,32.78,0.2,27.06,3.99,0.59,0.98,0.27,0.25,3.6,0.256,1.37,2.51,6.97,2.86,6.11,6.0
615,31,1,0,0,0.23,0.0,0.41,12.28,1.19,0.32,15.26,0.14,11.04,2.34,0.23,0.64,0.09,0.182,2.89,0.237,0.55,0.46,3.07,1.74,3.76,4.0
616,25,0,0,1,0.11,0.04,0.12,55.44,0.2,4.32,60.62,0.02,50.24,1.03,0.11,1.16,0.48,0.489,4.52,0.341,1.43,0.31,4.19,0.2,7.02,30.0
617,22,1,0,0,0.66,0.06,0.54,15.12,0.6,0.72,20.3,0.0,13.37,1.69,0.24,0.54,0.42,0.368,3.67,0.231,1.14,0.84,2.29,2.59,4.4,15.0
618,19,0,1,0,0.22,0.06,0.41,34.11,1.71,2.16,41.02,0.17,34.11,2.93,0.28,0.94,0.5,0.29,4.42,0.271,1.44,1.93,6.74,2.05,6.41,42.0
619,25,0,0,1,0.06,0.06,0.13,51.85,0.67,2.47,55.44,0.0,43.54,1.35,0.11,1.29,0.84,0.5,4.21,0.33799999999999997,1.8,1.74,7.18,1.23,7.74,4.5
620,25,0,1,0,0.09,0.09,0.35,44.59,1.73,4.63,49.95,0.27,41.87,3.63,0.09,2.27,1.27,0.389,7.9,0.297,1.54,1.82,7.08,2.27,9.08,22.0
621,28,0,0,1,0.08,0.13,0.18,62.19,1.02,5.5,60.0,0.02,49.71,2.35,0.37,1.54,0.94,0.47600000000000003,3.79,0.322,1.85,0.67,6.94,0.56,6.29,24.0
622,26,1,0,0,0.52,0.13,0.47,14.12,0.78,0.22,18.48,0.0,13.99,2.0,0.22,0.83,0.17,0.133,4.71,0.255,1.31,1.22,2.4,2.4,3.88,11.0
623,21,0,0,1,0.0,0.16,0.14,34.12,0.88,1.67,40.42,0.0,24.07,1.67,0.16,1.36,1.12,0.5,4.7,0.309,2.23,0.24,3.27,0.8,9.25,2.5
624,23,0,1,0,0.09,0.09,0.28,25.28,0.86,2.3,34.16,0.21,22.74,2.04,0.21,1.77,0.89,0.41700000000000004,5.78,0.28600000000000003,1.47,0.65,4.04,1.21,7.85,7.5
625,24,0,0,1,0.06,0.23,0.16,38.89,1.04,2.77,43.16,0.0,31.23,1.67,0.4,1.33,0.63,0.44,3.57,0.326,2.25,1.33,5.59,1.27,6.97,6.0
626,24,0,0,1,0.15,0.03,0.15,39.9,0.2,2.26,46.01,0.0,34.45,0.71,0.1,1.29,0.61,0.5329999999999999,5.68,0.40399999999999997,2.31,0.28,2.05,0.28,11.01,15.0
627,25,1,0,0,0.22,0.25,0.34,24.17,1.52,2.15,30.97,0.13,22.03,3.54,0.66,0.79,0.25,0.22899999999999998,3.1,0.256,0.79,2.12,7.84,2.4,5.75,25.0
628,34,0,1,0,0.18,0.09,0.27,34.79,1.83,2.93,40.65,0.0,31.68,3.48,0.27,0.46,0.09,0.083,4.39,0.336,1.37,0.73,5.31,0.64,8.51,0.9
629,28,0,1,0,0.0,0.12,0.08,51.55,0.12,4.93,56.96,0.0,44.7,1.32,0.36,2.4,1.32,0.3670000000000001,7.21,0.364,1.68,0.84,4.69,0.72,13.94,3.2
630,27,0,1,0,0.32,0.16,0.22,39.4,0.79,3.68,43.98,0.21,36.73,1.58,0.37,1.0,0.63,0.316,4.52,0.261,1.16,0.74,4.47,0.95,6.73,4.5
631,24,0,0,1,0.13,0.13,0.19,51.81,1.19,2.51,57.22,0.0,40.31,2.11,0.26,1.45,1.45,1.0,3.17,0.364,1.19,0.26,5.15,0.4,8.33,17.0
632,33,0,0,1,0.0,0.07,0.07,40.43,0.17,1.98,44.08,0.07,35.27,0.44,0.07,0.74,0.33,0.4,3.01,0.386,1.21,0.27,1.51,0.1,5.76,0.8
633,23,0,1,0,0.0,0.04,0.07,52.09,0.45,4.82,55.61,0.04,48.92,1.29,0.18,1.34,0.58,0.23199999999999998,5.53,0.266,1.29,1.56,5.31,0.71,8.88,14.0
634,38,1,0,0,0.36,0.18,0.3,21.27,1.14,1.39,26.39,0.12,20.24,2.47,0.42,0.36,0.12,0.28600000000000003,2.95,0.23800000000000002,0.66,0.78,2.41,2.41,5.9,0.5
635,23,1,0,0,0.0,0.0,0.13,16.0,0.17,0.83,22.5,0.0,16.67,1.0,0.17,2.0,1.33,0.364,5.33,0.209,2.17,1.5,3.17,2.0,6.33,8.0
636,29,0,1,0,0.03,0.06,0.07,67.25,0.66,8.57,71.77,0.09,57.74,1.6,0.13,1.44,1.19,0.48700000000000004,3.7,0.278,0.97,0.63,5.99,0.66,10.29,22.0
637,30,0,0,1,0.07,0.0,0.07,40.88,0.21,1.07,44.75,0.0,36.44,0.43,0.0,1.36,0.64,0.818,3.87,0.429,1.79,0.29,1.0,0.07,8.95,4.0
638,36,1,0,0,0.15,0.29,0.47,22.57,1.76,1.47,26.82,0.29,14.95,2.79,0.44,0.29,0.29,0.222,2.05,0.152,0.59,0.15,0.29,2.35,3.08,0.35
639,30,1,0,0,0.11,0.16,0.29,24.57,1.25,1.47,26.53,0.0,23.54,2.62,0.22,1.04,0.22,0.364,4.58,0.272,0.98,1.04,3.54,1.58,5.07,5.0
640,23,0,1,0,0.0,0.16,0.25,29.52,2.7,3.02,36.19,0.16,27.78,4.6,0.32,1.9,0.0,0.0,4.76,0.278,1.43,1.27,4.76,1.75,8.89,0.95
641,26,0,1,0,0.17,0.04,0.14,27.43,0.34,2.04,33.35,0.0,24.29,1.66,0.21,1.32,0.77,0.4,5.19,0.317,1.4,0.6,2.68,1.4,10.46,4.0
642,30,1,0,0,0.23,0.15,0.36,19.82,0.76,1.89,27.38,0.0,13.69,1.51,0.23,0.76,0.23,0.273,3.93,0.24600000000000002,0.38,0.53,1.59,1.13,4.92,1.5
643,27,0,1,0,0.03,0.06,0.08,45.81,0.61,4.05,51.08,0.09,38.89,1.39,0.09,2.14,1.53,0.469,6.86,0.313,2.43,0.78,2.61,0.67,11.03,22.0
644,27,0,0,1,0.14,0.03,0.09,64.08,0.06,2.78,68.88,0.03,59.36,0.44,0.06,1.03,0.83,0.556,3.05,0.37799999999999995,1.05,0.08,3.55,0.11,8.8,14.0
645,32,0,1,0,0.29,0.2,0.37,27.98,1.9,2.05,30.18,0.15,25.1,2.78,0.24,0.78,0.39,0.32,4.2,0.231,1.56,0.68,2.05,1.32,7.03,3.0
646,26,1,0,0,0.44,0.1,0.45,16.67,0.82,0.85,22.22,0.1,14.16,1.91,0.44,0.44,0.1,0.25,3.06,0.255,0.71,0.78,2.48,1.7,4.56,10.0
647,25,0,1,0,0.07,0.03,0.11,40.08,0.97,3.85,46.04,0.07,35.63,2.31,0.23,2.01,1.24,0.385,7.83,0.316,2.01,0.7,3.45,1.1,9.88,5.5
648,27,0,1,0,0.26,0.34,0.45,45.57,3.46,4.52,50.15,0.11,39.99,5.61,0.69,0.54,0.2,0.19399999999999998,4.04,0.29,1.26,1.2,6.93,1.49,7.21,30.0
649,28,0,1,0,0.22,0.17,0.59,38.6,2.5,3.67,48.73,0.39,38.16,5.06,0.39,0.83,0.5,0.25,5.51,0.275,1.28,1.78,5.84,2.0,7.56,38.0
650,29,0,0,1,0.05,0.11,0.17,57.85,0.93,4.53,58.84,0.05,46.4,1.89,0.27,1.36,1.09,0.513,3.81,0.335,1.62,0.69,6.45,0.45,8.63,8.0
651,21,0,1,0,0.25,0.13,0.44,34.53,2.05,3.47,40.94,0.17,35.62,3.77,0.38,1.05,0.59,0.4,5.23,0.285,1.3,2.26,6.7,1.67,6.53,20.0
652,24,0,1,0,0.0,0.0,0.08,47.11,0.0,3.06,57.45,0.0,40.4,0.57,0.19,2.11,0.96,0.35700000000000004,5.17,0.284,2.11,0.19,1.53,0.77,12.64,7.0
653,22,0,1,0,0.07,0.14,0.23,27.49,0.77,1.34,35.58,0.14,28.13,2.04,0.49,1.48,1.13,0.3720000000000001,7.73,0.306,1.97,1.55,5.2,3.09,9.91,8.0
654,27,0,0,1,0.0,0.06,0.21,42.9,0.94,2.5,41.97,0.0,34.65,2.06,0.13,0.75,0.75,0.429,3.75,0.337,0.88,0.31,4.44,0.69,5.63,16.0
655,28,0,1,0,0.0,0.29,0.28,28.87,1.33,3.24,35.79,0.0,25.92,2.8,0.15,2.06,0.59,0.28600000000000003,4.42,0.319,0.44,3.68,7.81,2.95,7.81,0.6
656,24,0,0,1,0.1,0.0,0.11,41.58,0.17,1.97,43.92,0.07,37.0,0.41,0.07,1.42,0.88,0.52,4.37,0.469,1.52,0.24,2.27,0.27,7.01,5.0
657,26,0,1,0,0.0,0.05,0.06,47.82,0.74,2.66,52.7,0.0,40.11,1.54,0.11,1.97,1.22,0.34299999999999997,6.85,0.305,1.86,0.69,2.39,0.48,13.97,10.0
658,28,1,0,0,0.47,0.16,0.65,19.55,1.1,2.2,26.55,0.13,15.91,2.88,0.42,0.29,0.1,0.19,2.75,0.248,0.68,1.49,3.91,1.73,4.69,120.0
659,28,0,0,1,0.04,0.02,0.09,52.56,0.15,4.88,56.75,0.06,44.95,0.73,0.11,0.6,0.52,0.585,1.83,0.32899999999999996,1.4,0.15,4.86,0.28,9.58,50.0
660,25,0,1,0,0.0,0.08,0.07,54.32,0.5,7.14,61.12,0.34,50.21,1.26,0.08,1.26,0.67,0.33299999999999996,5.29,0.299,1.51,0.59,2.94,0.67,9.82,20.0
661,24,0,1,0,0.34,0.2,0.32,22.88,1.35,1.45,30.24,0.07,22.14,2.97,0.24,0.67,0.17,0.179,3.48,0.324,1.18,1.32,8.54,2.53,5.67,35.0
662,27,0,0,1,0.07,0.0,0.15,45.84,0.76,1.99,48.69,0.03,37.43,1.41,0.03,0.96,0.86,0.5,3.23,0.263,1.96,1.0,5.46,0.93,7.25,7.0
663,34,0,1,0,0.0,0.24,0.25,37.27,1.52,2.89,40.23,0.0,35.1,2.81,0.32,0.4,0.0,0.0,2.89,0.34,0.08,3.69,9.7,3.45,3.45,2.0
664,28,1,0,0,0.0,0.0,0.17,13.41,0.64,1.03,19.47,0.0,12.77,1.55,0.26,1.16,0.52,0.33299999999999996,6.19,0.361,1.68,1.16,1.68,1.42,4.26,1.2
665,31,0,0,1,0.0,0.0,0.08,45.31,0.31,4.36,50.61,0.0,36.44,0.78,0.0,0.47,0.78,0.625,2.34,0.441,1.56,0.47,1.71,0.16,10.9,1.5
666,26,0,0,1,0.03,0.1,0.16,44.84,1.04,2.77,47.76,0.03,36.87,2.01,0.28,0.76,0.73,0.41200000000000003,2.67,0.263,1.46,0.69,4.51,0.42,7.76,20.0
667,31,0,1,0,0.0,0.14,0.08,75.07,0.83,8.29,78.39,0.28,63.46,1.66,0.14,1.94,0.55,0.28600000000000003,6.64,0.34299999999999997,1.66,0.83,7.6,0.55,10.09,7.0
668,27,1,0,0,0.08,0.08,0.16,14.08,0.56,0.96,20.88,0.0,13.76,1.36,0.4,1.28,0.64,0.242,5.52,0.228,1.36,2.32,4.32,2.08,5.6,8.0
669,32,0,1,0,0.27,0.27,0.48,29.76,1.41,2.42,36.96,0.21,28.04,3.08,0.56,1.38,0.53,0.26,5.84,0.29100000000000004,1.41,1.33,5.47,1.65,7.22,15.0
670,27,0,1,0,0.23,0.09,0.2,33.72,1.59,2.24,38.42,0.0,27.42,2.52,0.14,0.93,1.17,0.385,5.22,0.203,2.15,1.17,3.5,1.77,6.81,5.0
671,22,0,1,0,0.17,0.13,0.22,32.38,0.5,2.34,39.3,0.0,32.29,1.04,0.25,1.67,0.96,0.365,6.3,0.272,0.96,1.46,4.13,1.59,6.84,5.0
672,31,0,0,1,0.0,0.0,0.05,48.48,0.48,2.7,47.64,0.0,37.98,0.78,0.06,2.4,1.56,0.765,5.22,0.39899999999999997,1.56,0.48,3.96,0.96,7.5,4.0
673,26,1,0,0,0.32,0.18,0.51,21.78,1.75,0.61,29.02,0.07,21.42,3.71,0.46,0.46,0.25,0.184,3.96,0.231,1.86,1.46,8.68,2.03,4.93,45.0
674,23,0,0,1,0.0,0.0,0.09,32.72,0.19,1.25,34.86,0.0,27.62,0.7,0.05,1.02,0.97,0.525,4.27,0.335,2.14,0.51,2.88,0.74,6.64,1.2
675,23,0,1,0,0.31,0.09,0.61,42.85,1.6,4.26,48.28,0.22,42.57,4.04,0.44,0.72,0.41,0.295,4.04,0.265,0.97,2.66,7.71,2.29,6.77,35.0
676,22,1,0,0,0.51,0.0,0.22,15.88,0.71,0.51,20.67,0.0,12.32,1.53,0.2,1.02,0.81,0.444,6.01,0.292,1.22,0.51,1.12,3.46,6.11,5.0
677,19,1,0,0,0.85,0.12,0.54,16.31,0.85,0.85,24.04,0.0,16.43,2.3,0.48,0.97,0.12,0.25,4.23,0.21899999999999997,1.33,1.69,3.14,3.26,5.32,2.5
678,21,0,0,1,0.04,0.0,0.03,43.74,0.26,4.05,46.63,0.04,37.4,0.64,0.04,1.01,0.38,0.32299999999999995,3.11,0.289,1.39,0.15,3.6,0.68,9.3,10.0
679,23,0,1,0,0.0,0.0,0.08,37.86,0.46,3.51,43.74,0.08,32.52,1.3,0.08,3.05,1.3,0.395,8.7,0.377,0.84,0.61,3.66,0.61,9.69,0.7
680,30,0,0,1,0.07,0.03,0.12,47.13,0.59,2.78,49.08,0.03,34.57,1.42,0.1,1.39,0.93,0.636,4.73,0.32799999999999996,2.21,0.43,4.63,0.59,8.82,5.0
681,25,1,0,0,0.26,0.06,0.4,20.91,0.71,0.97,26.35,0.06,19.81,1.36,0.19,0.78,0.52,0.28600000000000003,4.99,0.275,0.71,1.62,4.27,2.14,4.99,11.0
682,29,1,0,0,0.54,0.13,0.42,13.13,0.57,0.22,13.99,0.0,12.62,1.37,0.16,0.1,0.1,0.111,3.39,0.253,0.61,0.61,2.27,1.28,2.24,5.0
683,24,0,0,1,0.06,0.06,0.16,33.01,0.95,1.74,36.2,0.0,21.52,1.74,0.06,1.18,0.67,0.387,5.16,0.345,2.35,0.34,3.53,1.12,8.57,5.0
684,34,1,0,0,0.45,0.36,0.46,30.09,1.93,1.84,38.07,0.15,29.5,3.29,0.68,0.18,0.06,0.133,2.94,0.26,1.1,1.31,5.99,1.19,5.46,9.0
685,23,1,0,0,0.35,0.35,0.79,31.34,1.75,2.28,38.17,0.18,28.37,3.68,0.7,0.35,0.18,0.125,5.78,0.355,1.23,0.18,4.03,1.4,5.78,6.5
686,28,0,1,0,0.0,0.0,0.1,35.88,0.38,2.59,39.44,0.1,33.68,1.63,0.19,1.34,0.29,0.214,7.0,0.292,1.06,0.29,2.4,1.54,8.92,5.0
687,22,0,1,0,0.0,0.06,0.12,41.46,0.7,3.44,48.09,0.06,38.78,1.72,0.19,2.1,0.77,0.364,7.08,0.337,0.83,1.28,4.02,1.59,10.59,15.0
688,22,0,0,1,0.0,0.0,0.03,58.66,0.1,3.43,65.13,0.0,55.53,0.49,0.1,1.18,0.78,0.727,2.45,0.298,1.47,0.59,2.94,0.59,9.79,35.0
689,27,0,0,1,0.19,0.0,0.11,35.01,0.19,1.52,35.39,0.0,27.21,0.57,0.0,0.57,0.19,0.25,2.28,0.308,1.14,0.76,1.9,0.57,6.85,1.4
690,22,1,0,0,0.07,0.07,0.26,17.05,0.8,0.66,20.63,0.0,15.07,1.98,0.37,0.0,0.0,0.0,3.0,0.259,0.37,0.66,1.46,1.39,3.95,9.0
691,24,0,1,0,0.03,0.13,0.19,34.21,0.63,3.65,41.12,0.1,29.4,1.66,0.3,1.56,0.3,0.196,5.21,0.308,1.36,1.23,4.91,1.26,10.02,5.5
692,25,0,1,0,0.15,0.0,0.11,29.07,0.23,2.4,35.1,0.08,26.21,0.62,0.0,2.78,1.08,0.583,6.57,0.36,1.55,0.85,2.71,1.39,12.06,2.5
